region.centroid.col,region.centroid.row,short.line.density.5,vedge.mean,vegde.sd,hedge.mean,hedge.sd,intensity.mean,exred.mean,exblue.mean,exgreen.mean,saturation.mean,hue.mean,binaryClass
239,143,0.0,0.333333,0.044445,0.666667,0.133333,4.51852,4.77778,2.77778,-7.55556,0.674074,-0.87829,P
216,126,0.0,0.555555,0.207407,0.555556,0.074074,4.92593,4.55556,2.55556,-7.11111,0.611111,-0.877707,P
58,109,0.0,0.888889,0.251852,2.83333,1.67778,4.2963,-8.55556,12.4444,-3.88889,0.864482,-2.28379,N
199,66,0.0,1.27778,1.57407,1.44444,2.87407,122.556,-34.6667,51.6667,-17.0,0.205803,-2.30709,N
9,72,0.0,0.777777,0.562961,1.5,0.744447,125.444,-34.0,47.0,-13.0,0.19129,-2.3662,N
250,176,0.0,1.61111,1.06284,3.44444,1.69531,53.6667,-19.6667,42.0,-22.3333,0.318137,-2.05226,N
201,40,0.0,1.05556,0.596295,1.5,1.54444,123.778,-31.3333,47.6667,-16.3333,0.188503,-2.2922,N
76,81,0.111111,1.88889,1.67407,1.33333,2.4,22.7037,-1.11111,18.2222,-17.1111,0.409201,-1.60679,P
242,148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
112,197,0.0,4.22222,2.99382,4.94444,3.12279,50.3333,-17.0,35.6667,-18.6667,0.296328,-2.07122,N
163,43,0.0,0.833335,0.433333,0.833335,0.611111,126.481,-27.4444,42.2222,-14.7778,0.165192,-2.28021,N
2,190,0.0,2.55556,1.45185,2.5,2.96667,31.6667,-11.0,25.3333,-14.3333,0.329007,-2.00838,N
103,185,0.0,1.83333,4.65556,9.88889,94.9185,30.8889,-9.33333,18.3333,-9.0,0.250444,-2.45058,N
124,191,0.0,3.5,2.73861,3.27778,2.80013,59.7407,-20.5556,45.1111,-24.5556,0.313611,-2.03548,N
9,171,0.0,1.5,1.00554,2.77778,1.64204,45.9259,-14.7778,33.8889,-19.1111,0.307943,-2.01072,N
93,29,0.0,1.22222,1.22964,1.38889,1.57408,128.481,-28.4444,42.8889,-14.4444,0.166484,-2.29776,N
116,245,0.0,2.27778,1.16269,2.27778,1.49691,16.3704,-8.44444,-6.11111,14.5556,0.384903,2.19805,N
8,102,0.0,1.88889,1.85185,1.94444,3.26296,17.9259,1.88889,11.8889,-13.7778,0.390329,-1.44704,P
189,107,0.0,2.66667,0.699206,0.833333,0.72265,27.7778,-13.0,22.0,-9.0,0.332407,-2.2015,N
207,217,0.0,0.777778,0.474074,2.05556,0.907408,6.2963,-3.88889,-6.22222,10.1111,0.582612,1.97614,N
39,246,0.111111,2.27778,3.26296,1.83333,2.43333,15.3704,-8.44444,-6.77778,15.2222,0.393839,2.17054,N
166,185,0.0,1.94444,0.250924,2.0,0.210818,54.2222,-17.0,39.0,-22.0,0.302539,-2.00801,N
177,181,0.0,4.27778,1.73098,2.55556,1.48573,60.6296,-20.8889,45.1111,-24.2222,0.306993,-2.04456,N
68,135,0.0,0.833333,0.477778,0.333333,0.266667,6.22222,-6.66667,12.6667,-6.0,0.617593,-2.12552,N
206,105,0.0,0.277777,0.062963,0.611111,0.151852,50.1852,-13.5556,32.1111,-18.5556,0.277106,-1.99196,N
6,81,0.0,4.11111,8.74075,5.72222,28.5074,12.4815,-14.4444,19.2222,-4.77778,0.628156,-2.38856,N
107,21,0.0,0.666662,0.516398,1.16667,0.408248,126.778,-33.0,45.3333,-12.3333,0.184022,-2.37037,N
253,201,0.0,3.0,2.69155,2.83333,2.33571,43.963,-14.2222,29.7778,-15.5556,0.28083,-2.06786,N
127,143,0.0,1.5,0.122222,0.888889,0.607407,4.18518,-9.88889,15.7778,-5.88889,0.915376,-2.25741,N
125,56,0.0,2.66667,3.64444,2.72222,1.57407,28.6296,-7.55556,27.1111,-19.5556,0.41394,-1.81991,P
156,32,0.0,0.777774,0.162964,2.61111,1.04074,136.296,-19.5556,30.1111,-10.5556,0.113055,-2.28076,N
201,183,0.0,1.88889,1.91679,2.33333,1.78886,52.6296,-15.5556,37.4444,-21.8889,0.30372,-1.98191,N
54,126,0.111111,2.77778,2.69705,3.38889,2.27466,23.2963,-6.88889,16.7778,-9.88889,0.305785,-1.96874,N
7,134,0.0,0.055556,0.018519,0.055556,0.018519,0.037037,-0.111111,0.222222,-0.111111,0.111111,-2.0944,N
210,153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
46,154,0.111111,3.16667,8.21111,1.61111,1.21852,6.37037,9.88889,-5.11111,-4.77778,0.561927,-0.004927,N
94,144,0.0,0.444444,0.118518,0.5,0.166667,1.14815,-3.44444,6.88889,-3.44444,1.0,-2.0944,N
233,197,0.0,3.88889,2.78621,2.0,1.26491,49.7407,-16.2222,35.1111,-18.8889,0.294656,-2.0434,N
155,127,0.0,2.16667,1.70945,15.3889,4.14417,36.5185,-1.88889,13.4444,-11.5556,0.204536,-1.67677,N
76,135,0.0,0.444445,0.118519,0.833333,0.122222,5.0,5.66667,1.33333,-7.0,0.613757,-0.692028,P
21,216,0.111111,3.83333,0.699998,0.833333,0.477778,16.5556,-10.3333,-7.66667,18.0,0.426777,2.20931,N
113,34,0.0,2.0,1.13529,0.833331,0.836659,72.8889,-23.6667,48.6667,-25.0,0.279176,-2.07815,N
4,248,0.0,3.33333,1.81353,3.22222,1.25904,19.5556,-12.0,-8.66667,20.6667,0.422151,2.2051,N
22,200,0.0,2.88889,2.40986,4.83333,2.62255,54.7037,-20.4444,42.8889,-22.4444,0.317362,-2.06566,N
173,152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
121,112,0.0,2.38889,1.76908,0.5,0.278887,23.7037,-12.7778,25.8889,-13.1111,0.409544,-2.08525,N
157,57,0.0,1.22222,0.474073,1.22222,0.829626,124.704,-31.4444,44.8889,-13.4444,0.182073,-2.34019,N
4,189,0.0,2.05556,3.88519,11.7222,114.596,26.4444,-9.0,19.6667,-10.6667,0.271473,-2.101,N
144,118,0.0,0.555556,0.385185,0.666667,0.4,6.44444,3.33333,5.0,-8.33333,0.56433,-1.13454,P
220,61,0.0,0.277778,0.136083,0.555556,0.272165,6.88889,-7.0,15.3333,-8.33333,0.655892,-2.03946,N
205,190,0.0,1.27778,0.998145,1.61111,1.12382,49.4815,-14.1111,33.5556,-19.4444,0.290788,-1.9876,N
222,244,0.111111,2.94444,0.640741,2.27778,2.15185,10.3704,-2.11111,-1.77778,3.88889,0.226482,2.32339,N
241,137,0.0,4.27778,18.6852,3.83333,37.5,5.0,-7.33333,12.0,-4.66667,0.837478,-2.19397,N
206,12,0.0,2.61111,1.48199,4.5,3.35824,11.4444,-9.0,18.6667,-9.66667,0.543775,-2.06448,N
201,191,0.0,1.0,0.760117,2.94444,1.02017,49.1852,-13.5556,31.7778,-18.2222,0.278886,-1.99899,N
137,182,0.0,1.83333,3.85556,3.61111,9.21852,34.9259,-10.4444,23.8889,-13.4444,0.285756,-2.00112,N
68,198,0.0,2.88889,2.88033,3.05556,2.87067,58.0741,-19.8889,41.4444,-21.5556,0.291301,-2.06489,N
228,182,0.111111,0.888889,0.688531,0.777778,0.655462,16.7778,-6.66667,-12.0,18.6667,0.444358,1.91642,N
90,134,0.0,0.388889,0.018519,0.944444,0.151852,2.11111,-3.33333,7.66667,-4.33333,0.881481,-2.01314,N
236,77,0.0,22.1667,15.4729,7.72222,8.37302,32.7778,-7.66667,14.6667,-7.0,0.225243,-2.12336,N
19,63,0.0,1.27778,1.57407,2.11111,3.0963,20.9259,-3.77778,20.5556,-16.7778,0.44725,-1.72683,P
57,199,0.0,3.83333,2.64785,6.38889,3.46677,54.963,-21.2222,42.7778,-21.5556,0.317006,-2.08475,N
106,107,0.0,1.11111,0.720082,0.666667,0.421637,22.5556,-28.6667,40.3333,-11.6667,0.638541,-2.35462,N
86,197,0.111111,1.61111,1.45169,1.27778,1.10386,63.2222,-21.0,43.6667,-22.6667,0.285333,-2.06802,N
12,56,0.222222,1.22222,0.207407,1.33333,1.02222,19.8519,-1.22222,16.7778,-15.5556,0.422689,-1.62221,P
38,241,0.0,2.05556,0.574134,1.55556,1.42465,14.3333,-10.3333,-1.0,11.3333,0.399901,2.54414,N
180,97,0.0,0.944443,0.329631,1.0,0.666667,134.37,-23.4444,33.2222,-9.77778,0.12985,-2.34623,N
37,103,0.0,1.77778,2.12568,2.94444,3.42161,3.85185,-5.88889,7.11111,-1.22222,0.799074,-2.49793,N
62,123,0.0,0.444444,0.207407,0.5,0.122222,5.81482,5.22222,2.55556,-7.77778,0.573413,-0.837598,P
124,113,0.0,0.388889,0.389682,0.277778,0.327731,0.962963,-2.88889,5.44444,-2.55556,1.0,-2.12325,N
249,87,0.0,14.3889,327.263,13.3889,62.0185,31.7037,-10.4444,23.2222,-12.7778,0.312482,-2.01338,N
7,34,0.0,2.0,3.68889,1.5,2.03333,20.3333,-6.33333,22.6667,-16.3333,0.466345,-1.82315,P
139,121,0.0,1.05556,0.418519,1.16667,0.833334,3.7037,-8.77778,12.2222,-3.44444,0.907407,-2.35151,N
182,152,0.0,0.777778,0.981307,0.833333,1.09036,0.777778,-1.33333,2.66667,-1.33333,0.705556,-2.0944,N
147,69,0.0,2.05556,2.90741,1.88889,2.56296,25.6667,-6.66667,26.3333,-19.6667,0.44486,-1.79139,P
116,54,0.0,0.611112,0.443054,1.72222,0.928958,108.852,-36.2222,51.7778,-15.5556,0.232219,-2.33633,N
130,32,0.0,1.11111,1.04704,0.833334,0.836659,59.4815,-15.7778,34.2222,-18.4444,0.249001,-2.04242,N
106,193,0.0,1.05556,0.952579,0.888889,0.620633,14.4444,-8.33333,-5.66667,14.0,0.388863,2.21005,N
26,82,0.0,1.55556,0.474074,2.11111,4.38519,5.59259,-11.4444,13.8889,-2.44444,0.843607,-2.45198,N
183,153,0.0,5.0,12.2667,3.0,6.88889,28.0,-20.0,32.3333,-12.3333,0.447745,-2.24274,N
23,129,0.0,0.5,0.077778,0.388889,0.151852,0.518518,-1.55556,3.11111,-1.55556,0.777778,-2.0944,N
204,116,0.0,1.05556,1.26296,1.05556,1.44074,2.18519,-5.55556,8.77778,-3.22222,0.96142,-2.24908,N
234,58,0.0,1.16667,0.388888,1.0,0.533334,93.1482,-47.4444,76.8889,-29.4444,0.348863,-2.24632,N
191,165,0.0,0.333333,0.177778,2.44444,1.14074,14.2963,-6.88889,-0.555556,7.44444,0.318129,2.59354,N
48,85,0.0,3.11111,13.4519,2.05556,6.86296,4.2963,-8.88889,13.7778,-4.88889,0.885825,-2.27154,N
217,148,0.0,2.05556,2.55185,1.05556,0.507408,29.0741,-22.8889,37.4444,-14.5556,0.483771,-2.23797,N
42,135,0.0,0.388889,0.151852,0.444444,0.162963,2.40741,-3.22222,8.11111,-4.88889,0.849735,-1.97219,N
75,59,0.0,1.05556,0.774073,2.94444,2.55185,25.0741,-8.22222,27.7778,-19.5556,0.459427,-1.83633,P
130,32,0.0,1.11111,1.04704,0.833334,0.836659,59.4815,-15.7778,34.2222,-18.4444,0.249001,-2.04242,N
229,147,0.0,4.05556,14.063,2.5,1.27778,27.2963,-19.2222,34.1111,-14.8889,0.457405,-2.17447,N
83,114,0.0,1.38889,1.12963,1.94444,0.596297,19.8519,0.444444,14.4444,-14.8889,0.394964,-1.50866,P
35,96,0.111111,2.11111,1.00741,2.83333,3.85555,21.7407,-2.88889,18.1111,-15.2222,0.399499,-1.67692,P
108,75,0.111111,0.666667,0.471403,11.1111,10.0148,116.704,-32.4444,48.8889,-16.4444,0.20299,-2.29549,N
103,65,0.0,1.27778,1.08355,1.22222,0.91084,60.1481,-19.1111,41.2222,-22.1111,0.287045,-2.0419,N
192,40,0.0,1.22222,0.207408,1.33333,0.488891,124.63,-30.5556,47.7778,-17.2222,0.185749,-2.27022,N
128,196,0.0,1.66667,1.24444,1.88889,3.85185,19.6296,-11.8889,-3.22222,15.1111,0.365297,2.43734,N
213,86,0.0,0.833333,0.182575,0.388889,0.327731,17.1481,-11.7778,22.5556,-10.7778,0.46348,-2.12361,N
155,80,0.0,0.999999,0.177779,1.44445,0.696294,96.3333,-41.6667,69.0,-27.3333,0.309059,-2.22871,N
42,56,0.0,1.05556,0.951851,1.33333,1.6,22.7407,-4.88889,22.4444,-17.5556,0.440708,-1.75941,P
54,91,0.0,1.44444,1.54074,0.833333,0.255556,3.25926,-8.11111,14.2222,-6.11111,0.944811,-2.18672,N
137,163,0.0,1.44444,0.785186,18.8889,5.54076,39.2963,-16.5556,24.7778,-8.22222,0.284813,-2.39521,N
60,132,0.0,0.111111,0.02963,0.222222,0.02963,0.37037,-1.11111,2.22222,-1.11111,0.888889,-2.0944,N
194,178,0.0,1.22222,1.05185,8.0,12.5778,33.6667,-12.0,24.6667,-12.6667,0.296963,-2.10376,N
188,133,0.0,0.333333,0.266667,0.5,0.077778,6.66667,5.0,3.33333,-8.33333,0.53858,-0.924817,P
59,120,0.0,2.16667,1.98606,1.44444,1.86984,19.0741,-25.5556,42.1111,-16.5556,0.681266,-2.23126,N
52,82,0.0,3.27778,0.462964,1.33333,0.488889,44.8889,-10.0,24.6667,-14.6667,0.246605,-1.97178,N
55,93,0.111111,0.833333,0.3,1.38889,1.7963,3.0,-7.33333,12.6667,-5.33333,0.93567,-2.18361,N
137,147,0.111111,1.55556,1.27408,2.05556,2.81852,27.2222,-20.0,34.3333,-14.3333,0.468165,-2.20457,N
37,196,0.0,1.27778,0.998146,1.33333,0.816497,13.3704,-5.44444,-8.77778,14.2222,0.430243,1.95677,N
242,183,0.0,1.5,0.936898,2.16667,1.79815,15.3704,-8.11111,-8.77778,16.8889,0.420244,2.07587,N
229,195,0.0,4.16667,2.27792,4.11111,2.24763,47.7037,-15.7778,33.5556,-17.7778,0.290278,-2.0527,N
155,140,0.0,0.444444,0.118519,0.666667,0.088889,5.0,4.66667,1.66667,-6.33333,0.564153,-0.783647,P
236,115,0.0,4.38889,3.66296,0.444444,0.074074,14.7407,-12.2222,22.4444,-10.2222,0.533126,-2.15163,N
38,94,0.111111,1.38889,1.04172,0.888888,0.779363,68.1111,-21.0,43.6667,-22.6667,0.267258,-2.06854,N
219,132,0.0,1.44444,0.655462,1.11111,0.75031,35.2222,-17.0,31.3333,-14.3333,0.354746,-2.14697,N
115,156,0.0,0.388889,0.389682,1.05556,0.64693,24.2593,-21.1111,5.22222,15.8889,0.417328,2.84342,N
75,240,0.0,2.44444,1.95126,2.11111,1.36083,21.1481,-12.4444,-9.77778,22.2222,0.417218,2.17552,N
7,18,0.0,1.27778,0.729626,0.944445,0.374079,138.63,-15.8889,26.7778,-10.8889,0.096352,-2.21461,N
86,74,0.111111,1.33333,1.55556,0.666667,0.133333,22.4074,-2.22222,19.4444,-17.2222,0.422206,-1.64667,P
18,138,0.0,0.888889,0.562963,0.833333,0.3,5.74074,4.77778,2.44444,-7.22222,0.543871,-0.862108,P
78,99,0.0,1.61111,8.01852,3.05556,14.7741,4.14815,-9.11111,14.5556,-5.44444,0.9109,-2.25567,N
239,93,0.0,3.44444,13.4963,1.05556,0.862962,14.4074,-13.5556,25.4444,-11.8889,0.577002,-2.13749,N
186,130,0.0,0.5,0.122222,0.388889,0.151852,5.33333,4.66667,2.66667,-7.33333,0.587963,-0.889024,P
37,130,0.0,0.777778,0.962963,1.27778,0.951852,1.62963,-1.55556,4.11111,-2.55556,0.855556,-1.95982,N
25,155,0.0,5.72222,99.7519,18.0,151.689,14.3333,-4.0,13.0,-9.0,0.646298,-1.79743,N
174,113,0.0,2.5,1.01111,1.0,0.933333,31.7778,-22.0,36.0,-14.0,0.441507,-2.2388,N
97,63,0.0,0.722221,0.443052,0.333332,0.210818,108.926,-38.1111,51.5556,-13.4444,0.23689,-2.38244,N
6,54,0.0,0.611109,0.107408,0.944444,0.551855,116.778,-23.0,47.0,-24.0,0.181149,-2.07915,N
173,113,0.0,0.5,0.3,1.33333,1.06667,133.111,-25.3333,37.6667,-12.3333,0.144134,-2.30955,N
130,189,0.111111,2.5,0.983193,2.11111,2.81004,58.6296,-20.5556,44.1111,-23.5556,0.307985,-2.04806,N
168,184,0.0,4.66667,1.52023,5.83333,1.81046,48.2593,-13.1111,31.2222,-18.1111,0.278195,-1.98678,N
219,80,0.0,1.27778,0.32963,0.666667,0.933332,39.7037,-10.1111,25.5556,-15.4444,0.282964,-1.96265,N
51,141,0.0,0.555556,0.118518,0.222222,0.074074,0.703704,-1.11111,3.22222,-2.11111,0.888889,-1.92122,N
138,185,0.0,3.05555,2.97707,1.94444,2.15424,57.0741,-20.8889,42.1111,-21.2222,0.298025,-2.08885,N
134,191,0.0,1.38889,1.30668,1.44444,1.08866,61.6667,-20.6667,45.0,-24.3333,0.302994,-2.04128,N
14,117,0.0,0.333333,0.133333,0.555556,0.074074,5.77778,1.66667,5.33333,-7.0,0.543651,-1.3539,P
107,226,0.0,1.55556,3.0963,3.55556,2.56296,7.85185,-6.22222,-3.88889,10.1111,0.526881,2.2594,N
142,163,0.0,1.5,0.877778,17.6667,3.2445,40.4444,-16.3333,24.3333,-8.0,0.268978,-2.39274,N
1,189,0.0,1.38889,0.462963,12.3889,84.5963,23.5926,-7.44444,17.2222,-9.77778,0.233097,-2.01975,N
80,40,0.0,0.611111,0.574132,0.722223,0.772203,110.704,-43.4444,54.8889,-11.4444,0.254051,-2.43469,N
86,179,0.0,2.0,1.28236,3.55556,3.07439,50.5556,-14.3333,34.6667,-20.3333,0.296547,-1.97866,N
19,145,0.0,0.888889,1.67407,2.11111,4.38519,2.07407,-4.22222,4.44444,-0.222222,0.457672,-2.56977,N
153,204,0.111111,2.38889,1.69203,3.33333,1.38243,19.4074,-12.2222,-7.55556,19.7778,0.420366,2.24441,N
254,57,0.0,0.94444,0.77407,1.38889,1.04074,135.778,-19.0,32.6667,-13.6667,0.118733,-2.18742,N
94,224,0.0,1.38889,1.84074,0.944444,0.551852,13.4444,-10.3333,-4.66667,15.0,0.457643,2.32811,N
219,176,0.0,2.11111,1.85792,5.11111,2.84149,60.2963,-20.8889,46.1111,-25.2222,0.314462,-2.03065,N
41,75,0.0,15.3889,19.1363,26.6111,31.7136,55.0,-22.6667,31.3333,-8.66667,0.297802,-2.35675,N
112,102,0.0,0.555555,0.207407,1.55556,0.474074,3.37037,-8.44444,12.8889,-4.44444,0.940741,-2.27516,N
163,166,0.0,1.77778,1.0963,2.44444,1.05185,16.963,-13.8889,-1.88889,15.7778,0.446214,2.51583,N
217,148,0.0,2.05556,2.55185,1.05556,0.507408,29.0741,-22.8889,37.4444,-14.5556,0.483771,-2.23797,N
117,224,0.0,3.05556,2.55966,3.05556,3.02153,20.2593,-14.4444,-7.44444,21.8889,0.441516,2.30415,N
252,176,0.0,1.88889,1.14827,5.05556,2.85514,52.9259,-19.7778,42.2222,-22.4444,0.32042,-2.05164,N
125,46,0.111111,0.611109,0.611616,2.16667,0.781735,124.556,-35.3333,49.3333,-14.0,0.200124,-2.35769,N
18,142,0.0,0.777778,0.651852,0.277778,0.151852,0.555556,-1.33333,2.33333,-1.0,0.416667,-2.15956,N
203,120,0.0,3.33333,3.91111,4.27778,9.26296,49.4074,-13.5556,29.7778,-16.2222,0.263467,-2.03524,N
219,126,0.0,0.388889,0.062963,14.0556,44.3741,36.1852,-7.88889,20.4444,-12.5556,0.258409,-1.94218,N
200,189,0.0,1.11111,1.08866,3.16667,1.00554,49.6667,-13.6667,33.6667,-20.0,0.29381,-1.97322,N
25,138,0.111111,1.27778,1.14342,0.722222,0.490653,5.18518,-9.55556,12.4444,-2.88889,0.790011,-2.40681,N
245,23,0.0,0.666667,0.365148,1.16667,1.22474,123.0,-36.0,50.3333,-14.3333,0.205901,-2.35626,N
124,98,0.0,1.0,1.01105,1.22222,1.29386,21.5185,-13.8889,26.7778,-12.8889,0.448676,-2.11824,N
247,108,0.111111,0.722222,0.611616,2.11111,1.95126,14.5185,-9.55556,18.1111,-8.55556,0.45603,-2.12716,N
97,90,0.0,1.88889,2.56296,3.61111,8.50741,20.1481,-13.4444,26.5556,-13.1111,0.465278,-2.10152,N
115,202,0.111111,1.61111,0.24074,2.38889,2.5963,15.1481,-10.4444,-3.44444,13.8889,0.409932,2.40114,N
104,191,0.0,3.22222,1.97391,3.77778,2.90338,63.0741,-23.2222,48.4444,-25.2222,0.311587,-2.06595,N
229,102,0.0,0.888889,0.720082,7.94444,5.42593,42.7778,-17.3333,35.0,-17.6667,0.318271,-2.08858,N
239,137,0.0,1.77778,1.36083,3.44444,1.08866,40.8519,-2.88889,13.4444,-10.5556,0.176066,-1.75799,N
2,88,0.0,3.61111,7.21852,2.5,5.85556,7.77778,-12.6667,16.6667,-4.0,0.754703,-2.39449,N
80,87,0.0,24.3889,572.996,44.7222,1386.33,67.4444,-26.0,34.6667,-8.66667,0.306281,-2.42213,N
18,138,0.0,0.888889,0.562963,0.833333,0.3,5.74074,4.77778,2.44444,-7.22222,0.543871,-0.862108,P
75,90,0.111111,4.16667,3.00185,2.83333,2.77088,48.2222,-21.0,39.6667,-18.6667,0.327632,-2.13186,N
34,242,0.0,1.61111,1.63865,2.44444,1.10889,14.8148,-10.4444,2.55556,7.88889,0.353161,2.83561,N
53,78,0.111111,1.22223,1.0256,2.66667,2.29008,106.852,-40.8889,56.4444,-15.5556,0.258182,-2.36808,N
231,198,0.111111,1.0,0.133333,1.11111,1.22963,15.8148,-10.1111,-4.77778,14.8889,0.400903,2.32489,N
140,103,0.111111,2.16667,3.41111,1.83333,2.16667,21.8519,-1.88889,18.4444,-16.5556,0.416239,-1.6344,P
214,143,0.0,0.111111,0.172133,0.444444,0.172133,0.666667,-1.33333,3.33333,-2.0,0.888889,-1.98694,N
107,21,0.0,0.666662,0.516398,1.16667,0.408248,126.778,-33.0,45.3333,-12.3333,0.184022,-2.37037,N
183,139,0.0,0.166667,0.182574,0.222222,0.272166,1.37037,-1.44444,5.55556,-4.11111,1.0,-1.80307,N
252,76,0.0,1.72222,1.14342,0.555555,0.344266,42.2963,-18.8889,35.4444,-16.5556,0.334876,-2.139,N
152,155,0.0,0.5,0.611111,10.7778,131.807,7.2963,-5.88889,11.1111,-5.22222,0.5,-2.11557,N
93,231,0.0,2.44444,2.42963,2.66667,3.15556,12.2963,-10.5556,-3.55556,14.1111,0.485216,2.39131,N
35,167,0.0,1.61111,0.928959,1.5,1.13039,19.037,-6.77778,-10.1111,16.8889,0.365503,1.97157,N
197,123,0.0,0.944445,0.951854,3.0,1.55556,44.8148,-11.1111,26.8889,-15.7778,0.263275,-1.97833,N
139,115,0.111111,2.11111,0.958392,0.722221,0.646929,46.7407,-12.8889,28.7778,-15.8889,0.264115,-2.02113,N
62,224,0.0,0.944445,1.08355,2.33333,1.63299,14.6296,-4.22222,-9.55556,13.7778,0.408965,1.86019,N
174,59,0.0,0.833335,0.349603,1.33333,0.8165,122.037,-34.4444,50.2222,-15.7778,0.203326,-2.32317,N
215,84,0.0,0.333333,0.298143,0.388889,0.327731,17.1111,-12.3333,23.0,-10.6667,0.475,-2.1439,N
121,134,0.0,0.222222,0.02963,0.833333,0.077778,1.66667,-3.0,7.0,-4.0,0.937037,-2.01314,N
54,133,0.0,4.38889,1.70511,1.27778,1.21868,21.4444,-4.66667,13.0,-8.33333,0.270271,-1.90381,N
103,237,0.0,1.0,0.444444,0.555555,0.474074,8.0,-4.33333,-7.0,11.3333,0.522999,1.9465,N
145,170,0.0,1.27778,0.574134,1.22222,0.860663,16.4074,-10.8889,1.44444,9.44444,0.346719,2.73707,N
219,80,0.0,1.27778,0.32963,0.666667,0.933332,39.7037,-10.1111,25.5556,-15.4444,0.282964,-1.96265,N
63,13,0.0,0.611115,0.196294,1.16667,1.01111,132.259,-28.4444,39.5556,-11.1111,0.155825,-2.36043,N
146,62,0.0,0.888889,0.207406,1.0,0.355555,99.6667,-42.0,65.3333,-23.3333,0.294583,-2.27714,N
227,109,0.0,1.16667,0.983192,0.388889,0.389682,21.8519,-10.2222,20.7778,-10.5556,0.367141,-2.08276,N
245,129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
23,113,0.0,0.611111,0.285185,0.666667,0.488889,1.40741,-3.88889,6.11111,-2.22222,0.981482,-2.23756,N
94,215,0.0,3.11111,5.0963,1.61111,1.12963,17.1852,-8.55556,-8.55556,17.1111,0.404392,2.1052,N
85,223,0.111111,1.77778,1.04704,1.94444,1.51168,14.7407,-6.22222,-9.55556,15.7778,0.423123,1.96654,N
237,191,0.0,1.0,0.311111,1.5,1.01111,7.33333,-6.0,-5.66667,11.6667,0.53582,2.12242,N
186,188,0.0,1.83333,1.26051,1.94444,1.25462,49.963,-14.5556,34.4444,-19.8889,0.294774,-1.99344,N
227,118,0.0,0.055556,0.018519,1.05556,0.107407,5.62963,4.11111,3.11111,-7.22222,0.545635,-0.960827,P
58,109,0.0,0.888889,0.251852,2.83333,1.67778,4.2963,-8.55556,12.4444,-3.88889,0.864482,-2.28379,N
208,65,0.0,1.38889,1.23678,26.4444,25.5375,56.7037,-12.1111,23.2222,-11.1111,0.19713,-1.97081,N
10,172,0.0,4.27778,4.38896,6.66667,7.36055,44.7778,-13.3333,29.6667,-16.3333,0.278044,-2.05245,N
2,89,0.0,1.22222,1.76296,2.55556,3.4963,18.963,-0.555556,14.7778,-14.2222,0.402507,-1.54421,P
34,137,0.0,0.5,0.166667,1.11111,0.474074,5.85185,5.77778,1.77778,-7.55556,0.573633,-0.744272,P
36,21,0.0,0.999997,0.799994,1.33333,0.488889,129.852,-27.5556,38.1111,-10.5556,0.153497,-2.36488,N
112,120,0.111111,1.33333,1.03279,2.22222,1.70837,21.5556,-12.0,21.3333,-9.33333,0.38675,-2.17742,N
71,180,0.111111,1.22222,0.562963,3.0,1.86666,22.3333,-12.0,-2.66667,14.6667,0.327383,2.45383,N
167,135,0.0,0.611111,0.107407,0.611111,0.151852,31.1852,-21.5556,35.7778,-14.2222,0.443136,-2.2278,N
141,17,0.111111,3.72222,4.4493,5.0,2.319,44.5926,-12.7778,28.2222,-15.4444,0.268186,-2.03005,N
188,190,0.0,1.94444,0.975629,2.05556,1.10387,48.8889,-14.0,33.3333,-19.3333,0.292307,-1.98631,N
190,45,0.0,0.666667,0.666666,0.777779,0.54433,108.963,-39.2222,53.7778,-14.5556,0.244289,-2.37181,N
136,77,0.222222,1.88889,1.4963,3.05556,5.61852,26.4074,-5.55556,24.1111,-18.5556,0.413217,-1.76887,P
3,78,0.0,14.8333,356.167,43.3333,662.355,79.6667,-26.6667,35.3333,-8.66667,0.269733,-2.41165,N
238,55,0.0,0.722224,0.490652,1.0,0.557774,113.667,-38.0,55.6667,-17.6667,0.235894,-2.3197,N
44,157,0.0,0.833334,0.3,2.94444,7.61852,24.2963,-15.2222,-0.222222,15.4444,0.350043,2.6043,N
57,117,0.0,0.444445,0.207407,0.388889,0.062963,6.33333,4.0,3.33333,-7.33333,0.510362,-0.983947,P
243,166,0.0,0.611111,0.329629,0.722222,0.32963,13.3704,-6.44444,-3.77778,10.2222,0.330513,2.26428,N
56,243,0.0,2.22222,5.27407,2.55556,0.829629,6.48148,-4.11111,-4.77778,8.88889,0.525437,2.03363,N
89,221,0.0,1.38889,1.48518,1.44444,1.58519,14.0741,-10.2222,-4.88889,15.1111,0.446012,2.31721,N
92,104,0.0,1.72222,1.4363,1.83333,1.37841,100.519,-39.8889,58.1111,-18.2222,0.272403,-2.3262,N
114,129,0.111111,2.05556,1.14342,0.777776,0.886107,62.4074,-24.5556,46.7778,-22.2222,0.30598,-2.12699,N
145,90,0.0,1.0,0.577778,2.0,0.399999,24.8519,-3.55556,22.1111,-18.5556,0.420598,-1.70594,P
22,133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
