V1,V2,V3,V4,V5,Class
0.364,0.17,-1.066,-0.626,0.015,1
1.19,-1.778,-0.561,-0.308,-0.313,1
2.826,-0.513,-0.999,-0.392,-0.268,1
-1.074,-0.388,1.078,0.683,-0.873,1
-1.641,-3.039,-1.42,-1.313,-0.137,2
1.978,-0.387,-0.34,0.668,0.626,1
-0.688,-0.444,0.03,2.64,-0.137,2
-0.434,-0.786,1.387,0.609,1.021,2
1.674,-0.882,-0.948,-0.584,-0.217,1
0.307,-0.585,-0.992,-0.405,-0.04,1
-0.839,-0.851,0.097,-1.058,-0.137,2
-0.709,0.227,0.028,0.291,-0.137,1
-0.479,-0.364,1.238,-1.104,-0.561,1
-0.772,-0.264,1.277,-1.197,-0.137,1
-0.033,1.018,-1.278,-0.15,-0.462,1
-0.832,-0.648,0.748,-1.206,-0.137,2
-0.586,-0.559,0.109,1.218,1.942,2
-0.622,0.245,-1.315,-0.196,-0.32,1
-0.677,0.249,1.375,0.738,1.945,1
-0.838,-1.175,-0.468,1.246,3.057,1
-0.782,-0.69,0.354,1.415,0.989,2
-0.653,1.827,-1.324,-0.801,-0.403,1
2.945,-1.803,-0.946,-0.588,-0.228,1
2.268,-1.11,0.433,-0.883,0.33,1
-0.531,-0.311,1.817,-1.37,-0.803,1
1.83,-0.728,-0.942,-0.338,-0.229,1
-0.312,-0.134,1.628,0.338,-0.608,1
0.23,-0.245,-0.55,-0.247,-0.29,1
-0.863,-0.878,-2.182,1.673,-0.137,1
-0.095,-0.809,1.375,-1.243,0.541,2
0.939,0.871,-1.242,-0.139,1.27,1
-0.619,0.41,0.963,1.127,-0.978,2
-0.715,-0.689,0.432,1.256,-0.831,1
2.806,-0.663,-0.534,-0.825,0.917,1
-0.699,1.534,-0.034,-0.064,0.258,1
0.4,-0.612,-0.563,-0.24,-0.289,1
1.449,-0.115,-1.007,-0.372,0.05,1
0.259,0.438,-0.28,-0.074,-0.592,1
0.312,0.763,-1.229,-0.186,-0.449,1
0.25,-0.181,-1.1,-0.628,-0.137,1
-0.096,2.255,-1.627,0.048,0.187,1
-0.458,-0.286,0.038,0.766,-0.756,2
0.37,-0.77,1.016,0.298,-0.587,2
-0.839,-0.666,-0.499,0.394,-0.137,2
2.528,-1.116,-0.993,-0.715,-0.362,1
-0.702,-0.777,1.57,-1.261,0.436,1
-0.668,0.891,0.997,0.742,-0.137,1
-0.821,-0.89,0.188,0.606,-1.041,2
-0.775,-0.534,1.087,-1.482,-0.137,1
0.821,0.81,-1.131,-0.66,-0.305,1
0.773,1.142,-1.421,-0.763,-0.339,1
-0.709,-0.767,-0.588,0.966,2.355,2
-0.784,-0.879,0.372,1.465,-0.137,2
-0.832,-0.368,-0.36,0.483,1.758,1
2.712,-0.733,-0.967,-0.382,-0.228,1
-0.42,-0.647,0.417,1.403,-1.024,2
0.09,0.846,-0.194,-0.851,2.31,1
1.034,0.37,-0.341,-0.022,-0.137,2
-0.08,0.952,-1.269,-0.743,-0.137,1
0.875,0.251,-1.112,-0.614,0.002,1
-0.574,0.47,1.573,-1.212,-0.137,1
-0.035,1.739,-1.42,1.088,-0.688,1
-0.226,0.695,-0.0,-0.101,0.188,1
1.888,-1.119,-0.674,-0.279,-0.25,1
-0.468,0.283,-1.266,-0.693,-0.316,1
-0.258,0.395,1.483,0.385,-0.583,2
-0.292,-0.431,1.008,0.564,-1.027,1
-0.663,-0.244,2.263,-1.409,-0.137,1
-0.849,-1.11,-0.345,1.437,-0.137,1
-0.654,0.666,0.249,0.516,-0.735,1
-0.611,-0.111,2.229,-1.332,-0.137,1
0.813,0.178,-1.074,-0.332,-0.275,1
-0.362,1.167,0.252,0.006,-0.496,1
-0.809,-0.592,1.534,-1.618,-0.137,1
-0.685,0.612,0.965,0.374,0.491,1
0.193,1.083,-0.163,1.443,-0.89,1
2.13,-0.73,-0.984,-0.4,-0.198,1
-1.109,-0.238,1.744,-1.533,-0.137,1
-0.54,0.655,1.952,-1.28,-0.609,1
-0.648,-0.623,0.08,1.668,-0.137,1
-0.402,-0.195,0.617,0.374,-0.79,2
-0.774,-0.29,1.636,-1.438,-0.137,1
-0.716,0.37,0.424,0.277,-0.137,1
0.008,0.805,-1.196,-0.291,-0.137,1
0.486,0.854,1.157,-0.978,-0.426,2
-0.047,-0.259,0.15,-0.899,-0.421,1
-0.839,-0.702,-0.434,0.314,0.993,2
-0.816,-0.843,-0.028,0.697,2.315,2
-0.558,0.701,-0.203,-0.139,0.104,1
-0.637,-0.635,-0.38,0.831,-1.036,2
-0.7,0.266,-0.024,0.33,-0.525,1
-0.582,1.499,-1.335,0.036,-0.389,1
2.6,-0.85,-0.567,-0.708,0.698,1
-0.754,-0.922,1.407,0.44,-1.355,2
0.784,-0.545,-0.98,-0.364,0.006,1
-0.056,1.715,-1.271,-0.712,-0.352,1
-0.473,1.01,-1.296,-0.217,0.096,1
-0.348,1.122,0.479,0.024,-0.475,1
-0.531,-0.57,1.799,1.48,-1.045,1
-0.29,0.133,0.617,0.257,2.138,1
-0.409,0.437,1.202,-1.218,-0.137,1
2.82,-0.974,0.039,-0.739,-0.291,1
0.771,0.286,-0.257,0.018,-0.467,1
-1.213,-2.143,-1.688,-1.67,-0.843,2
-0.689,0.013,0.884,-1.243,-0.684,1
-0.695,-0.284,1.794,0.851,-0.775,1
-0.869,-1.06,-0.476,0.098,-0.137,1
1.734,0.115,-1.106,-0.251,-0.301,1
-0.515,0.554,-0.038,-0.067,0.192,1
-0.141,2.022,0.066,-0.886,-0.411,1
1.598,-0.964,-0.665,-0.345,-0.406,1
-0.83,-0.733,-0.554,0.069,1.503,2
-0.029,0.157,0.302,-1.291,-1.236,2
-0.148,1.392,-1.398,-0.751,-0.137,1
-0.278,1.507,-1.196,-0.708,0.129,1
1.345,-1.114,-0.914,-0.41,-0.296,1
1.942,-0.854,-0.574,-0.392,-0.013,1
-0.854,-1.024,-0.112,0.252,-0.928,1
-0.742,-0.988,0.473,1.663,-1.295,1
-0.542,0.174,0.304,1.963,-0.137,2
-0.629,-0.054,2.166,-1.577,-0.783,1
3.068,-0.744,0.23,-0.796,-0.293,1
-0.769,-1.092,-0.159,1.399,-1.653,2
-0.435,-0.346,1.396,0.702,2.139,2
-0.729,-0.686,0.669,1.547,-1.167,1
-0.685,-0.599,2.343,-1.718,0.76,2
-0.677,-0.343,-1.192,-0.962,0.595,1
0.326,0.687,0.292,1.218,-0.939,2
0.226,1.238,0.828,-0.979,-0.418,2
0.754,0.515,-0.302,-0.144,-0.45,1
-0.105,0.935,-1.297,-0.73,0.149,1
2.382,-1.729,-0.647,-0.376,-0.299,1
-0.642,-0.501,-0.041,2.37,-1.457,2
-0.308,0.058,1.443,0.742,1.605,2
-0.602,-0.661,-0.061,1.04,-1.417,2
1.421,-0.038,-0.278,-0.061,-0.371,1
-0.273,-0.488,1.297,0.678,2.222,2
-0.504,-0.306,1.895,-1.336,-0.662,1
-0.238,2.151,-1.259,0.812,-0.716,1
-0.486,-0.705,0.833,1.721,-1.34,2
-0.2,1.704,-1.448,-0.037,0.837,2
-0.165,-0.958,0.885,-1.174,0.632,2
-0.116,2.707,-1.596,-0.075,-0.381,1
2.539,-0.964,-0.679,-0.361,0.057,1
-0.096,1.294,-0.262,1.306,-0.729,1
-0.64,-1.054,-0.112,2.344,-1.361,1
0.013,2.094,-1.442,0.186,0.363,1
1.416,0.549,-0.051,-0.707,0.13,1
1.672,-0.166,-0.378,0.062,-0.584,1
-0.669,-1.063,0.004,2.349,-0.137,1
3.022,-1.832,-0.68,-0.594,-0.229,1
-0.619,-0.523,0.308,0.858,-0.743,2
-0.668,-0.91,1.325,0.603,0.92,1
-0.664,0.726,0.162,-0.025,-0.137,1
0.093,1.999,-1.338,-0.756,-0.386,1
0.352,-0.633,-0.98,-0.39,0.021,1
-0.383,2.283,-1.5,-0.879,-0.137,1
3.473,-1.941,-0.661,-0.604,-0.232,1
-0.643,2.228,-1.345,0.044,1.639,1
1.208,-0.152,-1.032,-0.586,-0.026,1
2.296,-0.281,-0.377,0.323,-0.424,1
-0.884,-1.142,-0.352,-1.155,-0.137,1
1.233,-0.431,-0.005,1.52,-0.912,1
-0.638,0.032,1.664,-1.382,-0.137,1
-0.509,-0.333,1.364,0.782,0.78,1
3.439,-1.801,-0.659,-0.601,-0.27,1
-0.516,0.001,1.579,-1.252,-0.137,1
1.969,-1.734,-0.596,-0.301,-0.296,1
0.509,1.308,0.399,-0.907,-0.36,2
2.243,-1.742,-0.642,-0.378,-0.01,1
-0.674,-0.651,0.824,1.897,-1.122,1
0.309,0.514,-1.149,-0.268,-0.314,1
-0.444,2.402,-1.27,-0.734,-0.424,1
-0.138,0.944,-1.381,-0.804,-0.355,1
1.011,0.77,-1.166,-0.686,-0.312,1
0.273,-0.806,1.255,1.376,-1.241,2
0.722,0.887,-1.4,-0.712,-0.316,1
-0.498,0.02,1.624,-1.406,-0.137,1
1.138,-0.471,-0.488,-0.263,-0.365,1
-0.854,-1.072,-0.176,0.07,-0.137,1
-0.168,1.223,0.222,-0.105,-0.416,1
-0.717,-0.86,-0.387,1.583,-1.378,2
-0.098,1.36,-1.292,-0.739,0.214,1
0.063,1.741,0.068,-0.845,-0.395,1
-0.545,0.085,0.333,0.112,-0.507,1
-0.579,0.581,-0.148,-0.163,-0.304,1
0.825,-0.844,-0.634,-0.314,-0.014,1
-0.238,0.515,-1.304,-0.706,-0.319,1
-0.769,-0.672,0.394,1.899,-0.137,2
1.987,-0.718,-0.421,-0.054,0.641,1
-0.529,0.807,-1.127,-0.673,-0.295,1
-0.698,0.038,2.049,-1.303,-0.857,1
-0.263,1.737,0.099,-0.923,1.902,1
1.398,-0.756,-0.935,-0.402,-0.043,1
-0.842,-0.86,-2.033,1.705,-0.137,1
-0.678,-0.552,0.279,2.144,-1.625,2
-0.651,-0.81,-0.116,1.017,-0.137,1
0.443,1.488,0.513,-0.909,-0.425,2
-0.849,-0.679,-0.544,0.465,-0.137,2
1.696,-0.668,-0.703,-0.371,-0.012,1
3.329,-1.017,-0.998,-0.618,-0.24,1
2.615,-1.79,-0.947,-0.584,-0.224,1
-0.288,1.422,0.451,0.542,-0.781,2
2.512,0.215,-0.47,-0.675,-0.28,1
-0.447,-0.586,0.007,0.996,1.873,2
2.299,-1.144,0.56,-0.895,0.378,1
-0.276,0.02,1.064,1.355,-0.831,2
-0.612,1.229,0.274,0.133,-0.586,1
-0.644,-0.51,1.858,-1.162,-0.692,1
1.655,-1.757,-0.377,1.446,-0.925,1
-0.528,-0.992,0.135,1.927,-1.151,1
3.374,-0.833,-0.536,0.07,-0.349,1
0.672,-0.13,0.233,0.33,2.467,2
-0.334,-0.805,1.411,1.244,2.402,2
-0.766,-0.83,0.236,1.388,-1.758,2
-0.813,-0.733,-0.196,1.426,-0.137,1
-0.333,2.199,-1.302,-0.839,-0.671,1
0.839,1.014,-1.215,-0.987,1.278,1
-0.503,-0.419,1.666,-1.314,-0.73,1
0.215,0.899,-0.172,1.012,-0.826,1
1.884,-0.283,-1.13,-0.272,0.211,1
-0.206,1.752,0.094,-0.096,0.19,1
-0.886,-1.236,-0.963,-0.938,1.795,1
0.267,0.549,1.062,0.373,-0.495,2
-0.571,1.028,0.172,0.047,-0.702,2
-0.734,-0.184,1.562,-1.593,0.744,1
0.186,0.336,0.784,0.223,1.85,2
2.022,-1.764,-0.601,-0.265,-0.301,1
-0.736,0.102,1.108,0.352,-0.137,1
-0.002,-0.544,-0.587,-0.583,-0.045,1
-1.146,-2.557,1.536,-1.575,-1.032,1
-0.576,0.541,-0.123,-0.182,-0.375,1
-0.812,-0.783,0.566,2.696,-1.611,1
-0.121,-0.484,1.124,2.128,-1.215,2
1.145,-0.475,0.636,0.568,0.776,1
-0.828,-1.035,-0.364,0.924,2.117,1
2.023,-0.635,-0.426,-0.608,-0.246,1
1.84,-0.543,-0.403,-0.646,-0.215,1
0.772,0.286,-0.257,0.018,-0.467,1
1.301,1.256,-1.282,-0.686,-0.298,2
-0.065,0.787,-0.323,-0.181,-0.544,1
-0.778,-0.801,0.58,0.9,-0.137,1
-0.711,-0.971,-0.153,1.293,3.36,2
0.048,1.647,-1.255,-0.726,-0.364,1
-0.214,1.611,0.852,0.088,-0.49,1
-0.758,-0.652,-0.007,1.091,2.605,2
1.838,-0.99,-0.557,-0.599,-0.006,1
-0.024,1.858,-1.356,-0.737,-0.344,1
0.325,1.487,-1.29,-0.154,1.633,1
0.291,0.402,-1.133,-0.666,-0.251,1
2.087,-0.703,-0.649,-0.37,-0.229,1
-0.2,-0.468,1.07,0.746,2.334,2
0.559,-0.035,0.169,0.262,2.527,2
-0.733,-0.106,0.708,-1.01,-0.137,1
-0.674,-0.865,-0.204,-0.963,1.56,1
1.416,0.078,-0.272,-0.032,-0.371,1
0.246,0.168,0.69,-1.014,1.801,2
0.869,-0.897,-0.693,-0.362,-0.45,1
-0.694,0.322,1.346,0.632,-0.137,1
-0.465,1.492,-1.258,-0.203,-0.418,1
-0.69,-0.33,-1.479,2.284,-1.887,2
-0.801,-0.471,1.161,-1.548,-0.85,1
0.06,0.637,0.207,-0.816,-0.408,1
-0.717,-0.087,1.094,-1.254,-0.137,1
-0.601,1.906,-1.346,-0.224,0.136,1
0.124,0.321,1.318,0.579,-0.56,2
-0.171,-0.779,-0.124,2.164,-1.097,2
-0.299,-0.006,1.7,-1.339,-0.623,2
-0.542,-0.298,0.91,0.547,-0.723,2
0.324,0.974,-1.42,-0.25,0.289,1
0.284,0.525,-1.141,-0.848,2.957,1
-0.57,-0.539,0.03,0.7,1.38,2
-0.408,1.549,0.823,0.467,-0.555,1
-0.746,-0.578,1.1,1.091,-0.137,1
2.15,-0.499,0.323,-0.847,-0.349,1
-0.644,-0.258,2.157,-1.546,0.994,1
0.911,-0.496,-0.358,-0.666,-0.233,1
-0.802,-0.755,-0.237,0.625,-0.137,1
1.649,-0.339,-0.458,-0.042,0.935,1
-1.92,-2.727,-1.41,0.005,1.318,1
-0.796,-0.577,-0.479,0.185,-0.137,2
3.258,-1.799,-0.459,-0.22,-0.264,1
0.084,-0.411,0.298,0.564,-0.536,2
-0.259,0.348,0.723,0.377,1.73,2
-0.628,0.296,0.457,-1.086,0.431,1
-0.667,-0.677,1.863,-1.481,0.517,1
1.026,1.097,-0.271,-0.222,-0.366,1
1.246,-0.294,-0.308,-0.042,-0.448,1
1.728,0.006,-0.09,-0.716,0.194,1
2.958,-1.762,-0.616,-0.608,0.012,1
-0.402,0.022,1.826,-1.456,1.237,2
-0.319,-0.877,0.799,1.89,-1.402,1
-0.768,-0.008,0.627,0.046,-0.448,1
-0.257,1.072,-0.102,-0.084,0.212,1
-0.315,1.553,0.208,0.101,-0.485,1
0.063,0.511,0.838,-1.153,-0.497,2
-0.529,-0.971,0.14,1.984,-1.066,1
0.206,-0.1,0.014,-0.094,0.25,1
0.826,-0.844,-0.633,-0.314,-0.015,1
-0.128,1.254,-1.428,-0.756,-0.137,1
-0.351,-0.165,1.89,0.921,-0.759,2
-0.591,0.158,1.846,-1.337,-0.137,1
-0.781,0.26,0.953,0.445,-0.137,1
-0.676,-0.762,-0.01,0.585,-1.732,2
-1.705,0.602,-1.251,-0.745,-0.353,1
0.608,-0.1,-1.132,-0.623,-0.003,1
0.018,1.728,-1.313,-0.739,-0.35,1
-0.412,-0.077,0.722,1.445,-1.332,2
-0.745,-0.681,0.171,1.788,-1.496,2
-0.629,0.789,0.042,1.504,-0.137,2
1.493,0.285,-1.038,-0.608,0.019,1
-0.797,-0.715,0.834,2.16,-0.137,1
-0.806,-0.619,0.776,1.321,0.769,1
-0.682,0.618,0.868,0.323,-0.669,1
0.17,1.652,-1.282,0.91,-0.798,1
3.001,-0.872,-0.955,-0.582,-0.22,1
-0.14,1.13,1.041,-1.106,-0.502,1
-0.543,1.819,-1.41,-0.12,-0.379,1
0.258,1.576,-1.242,-0.697,-0.323,1
-0.209,1.484,0.333,-0.014,-0.511,1
0.459,-0.66,1.126,1.047,0.987,2
-0.505,1.001,-1.274,-0.231,-0.359,1
-0.096,1.694,-1.351,-0.18,-0.518,1
0.027,0.718,-1.196,-0.09,-0.725,1
2.826,-1.855,-0.978,-0.362,-0.24,1
-0.829,-0.748,0.502,0.684,-0.137,2
0.566,0.171,-1.151,-0.691,-0.326,1
-0.485,2.919,-1.673,-0.953,-0.137,1
-1.178,0.083,1.732,-1.331,-0.74,1
0.693,0.512,-0.15,-0.745,-0.34,1
-0.573,-0.704,0.0,2.257,3.597,2
-0.484,0.039,1.505,-1.356,-0.137,1
-0.637,-0.515,0.974,0.616,-0.792,2
-0.428,1.178,0.543,0.4,-0.563,1
3.551,-1.868,-0.955,-0.583,-0.213,1
3.26,-1.898,-0.985,-0.387,-0.25,1
-0.571,-0.179,1.296,0.473,-0.565,1
-0.651,-0.418,2.129,-1.481,-0.137,1
-0.545,-0.556,0.287,1.75,-0.137,2
0.081,0.472,0.559,-0.966,-0.38,2
0.438,0.327,-1.198,-0.644,-0.281,1
1.288,-0.431,-0.443,-0.106,1.856,1
2.694,-0.825,-0.972,-0.274,-0.251,1
2.399,-0.981,-0.942,-0.4,-0.232,1
-0.463,2.072,-1.342,-0.737,-0.504,1
0.258,0.833,-1.173,-0.254,-0.852,1
-0.654,-0.128,1.155,-1.443,-0.66,1
-0.588,-0.896,1.11,0.587,1.877,1
-0.829,-1.141,-0.348,1.706,2.052,1
0.163,-0.381,1.174,-1.273,1.54,2
-0.692,-1.053,-0.029,1.545,-1.822,2
-0.876,-1.133,-0.454,-1.28,-0.137,1
-0.64,-0.147,1.296,-1.15,-0.546,1
-0.783,-0.745,-0.107,0.592,-1.113,2
-0.679,-0.939,1.381,0.641,0.986,1
-0.872,-1.112,-0.263,0.05,0.597,1
-0.699,0.24,0.828,-1.157,-0.137,1
-0.348,-1.033,-0.248,1.558,1.596,2
-0.067,2.117,-1.319,-0.763,0.14,1
-0.784,-0.556,-0.405,0.38,1.444,1
-0.478,-0.718,0.872,2.221,-1.401,2
2.431,-0.568,-0.533,-0.279,0.297,1
-0.808,-1.114,-0.321,0.281,-1.626,1
-0.902,-1.125,-0.488,0.076,-0.884,1
-0.432,0.97,-1.261,-0.712,-0.294,1
-0.524,0.621,0.399,-1.063,-0.137,1
-0.178,-0.753,1.161,0.84,0.841,2
-0.619,-0.316,0.866,0.634,-0.137,2
-0.574,-0.942,1.18,1.51,2.436,2
-0.549,1.537,-1.256,-0.128,-0.802,1
-0.826,-0.84,-0.455,0.587,-0.137,2
-0.361,-1.011,-0.108,-0.696,-0.137,1
2.399,-1.078,-0.53,-0.315,-0.268,1
2.219,-1.13,-0.619,-0.222,-0.283,1
0.498,-0.03,1.561,-1.088,-0.455,1
-0.226,1.435,1.024,0.322,-0.485,2
-0.172,1.122,-1.36,-0.775,-0.137,1
-0.629,-0.322,0.94,0.467,-0.81,1
0.191,-0.177,-0.473,-0.603,-0.028,1
-0.627,-0.46,1.252,-1.16,-0.137,1
-0.249,1.402,-1.404,-0.118,-0.137,1
2.557,-1.083,-0.953,-0.598,-0.227,1
1.44,-0.122,-0.502,-0.215,-0.249,1
0.57,-0.576,1.098,1.58,-0.856,2
0.25,-0.258,-0.549,-0.252,-0.292,1
-0.689,-0.241,-0.493,0.101,0.811,1
-0.742,-0.194,0.101,1.1,-0.979,1
-1.053,-0.819,0.177,0.7,-1.395,2
-0.359,1.791,-1.391,-0.068,-0.407,1
1.372,1.234,-1.266,-0.112,0.79,1
0.562,1.328,-1.211,-0.7,0.254,1
-0.208,0.851,0.087,-0.8,-0.35,1
-0.686,-1.011,-0.25,1.658,2.814,2
-0.802,-1.17,-0.538,-0.985,1.228,2
-0.614,-0.27,1.753,-1.333,-0.748,1
1.889,-1.119,-0.674,-0.279,-0.25,1
-0.801,-0.913,-0.305,0.65,1.425,1
0.372,1.365,0.458,0.218,-0.468,2
-0.37,-0.936,0.85,1.461,2.823,2
-0.629,-0.692,1.013,1.353,-0.913,1
-0.809,-1.073,-0.18,2.257,-1.256,1
-0.488,-0.368,1.553,-1.2,-0.669,1
1.997,-1.166,-0.683,-0.299,-0.249,1
0.962,-0.309,-0.284,-0.673,-0.227,1
-0.862,-1.042,-0.469,0.102,0.902,1
-0.526,-0.553,0.101,1.239,1.969,2
-0.665,-0.695,-0.039,-1.509,3.835,1
-0.351,-0.063,1.55,-1.22,-0.541,1
0.641,0.921,-1.211,-0.232,0.264,1
0.523,-0.182,1.594,-1.209,-0.499,1
0.892,0.0,1.354,-1.234,-0.603,2
-0.751,-0.634,0.353,1.441,-1.147,2
-0.381,0.615,0.513,0.062,0.198,1
-0.753,-0.738,0.941,0.651,-0.876,2
-0.135,-0.465,0.897,0.649,2.462,2
-0.678,-1.041,-0.378,1.26,3.413,1
0.35,0.507,0.349,0.214,0.533,1
-0.405,1.634,-1.461,1.336,-0.981,1
-0.607,-0.976,0.998,0.822,1.809,1
-0.843,-0.993,0.058,1.079,-0.137,1
-0.469,-0.254,1.68,-1.208,0.449,1
-0.257,0.399,1.476,0.388,-0.58,2
0.004,0.293,0.114,1.146,2.464,2
-0.056,1.229,0.288,0.459,1.527,2
-0.774,-1.024,-0.226,2.202,-1.578,1
-0.854,-1.064,-0.044,1.256,-0.863,1
-0.288,0.059,0.756,1.93,-1.006,2
-0.028,0.669,0.019,-0.248,0.072,1
-1.073,-2.124,-2.088,-2.207,-1.236,1
-0.385,1.98,-0.122,0.478,1.176,2
-0.406,-0.73,1.088,0.992,2.427,2
1.62,0.683,-0.408,0.695,-0.562,1
-0.679,-1.041,-0.378,1.259,3.413,1
0.884,1.135,-1.361,-0.231,-0.316,1
2.489,-0.309,-0.037,-0.72,-0.288,1
0.49,1.423,-1.31,-0.21,0.138,1
-0.602,0.026,1.057,-1.328,-0.66,1
-0.232,1.214,-1.402,-0.767,-0.33,1
-0.322,-0.908,0.025,1.449,-1.296,2
-0.529,-0.47,1.411,-1.282,-0.692,1
-0.278,-0.041,1.239,1.742,-1.034,2
-0.745,-0.879,0.529,1.303,-1.886,1
-0.824,-0.823,0.642,2.054,-1.286,1
0.247,0.432,-1.14,-0.286,-0.308,1
-0.692,0.348,0.717,0.419,-0.519,1
-0.781,-0.461,1.011,2.029,-1.306,1
0.556,1.154,-1.276,-0.232,0.109,1
-0.63,-0.852,-0.412,1.21,1.204,2
-0.149,1.579,-1.356,-0.941,1.895,1
-1.193,-0.377,0.982,-1.48,1.532,2
1.745,-1.148,0.998,-0.999,0.33,1
0.672,0.481,1.056,-0.964,-0.377,2
-0.781,-0.897,0.39,0.638,1.288,1
-0.293,1.526,0.05,0.759,-0.85,2
-0.212,1.395,0.438,-0.925,-0.137,1
-0.538,0.475,-0.242,-0.746,-0.344,1
-0.702,0.406,1.354,0.47,1.106,1
1.052,-0.871,1.664,-1.236,-0.516,1
-0.798,-0.937,0.121,1.067,2.125,2
1.033,0.811,-1.106,-0.613,-0.267,1
2.47,-0.897,0.138,-0.078,-0.417,1
-0.046,0.484,0.528,0.313,0.883,2
-0.732,-0.554,0.573,1.669,-1.212,2
0.632,0.182,-0.192,1.632,-0.891,1
2.193,-1.757,-0.622,-0.351,-0.384,1
1.654,-0.353,-0.985,-0.344,0.024,1
2.081,-0.025,-0.423,0.591,-0.501,1
0.303,1.734,-0.104,0.022,0.234,2
-0.418,2.302,0.461,0.39,-0.495,2
-0.546,-0.085,1.484,-1.234,-0.609,1
-0.004,1.156,-1.184,-0.714,-0.344,1
-1.183,0.838,-0.045,0.099,-0.137,1
1.605,-0.878,-0.708,-0.382,-0.22,1
2.618,-1.797,-0.353,-0.237,-0.28,1
-0.635,-0.541,0.421,2.086,-1.985,2
-1.128,0.208,1.778,-1.32,-0.137,1
-0.299,-0.257,1.065,0.382,-0.709,2
-0.333,1.147,0.194,0.123,-0.137,1
-0.297,-0.095,0.46,-0.9,0.283,1
0.236,1.295,-1.235,-0.214,-0.418,1
3.242,-0.846,-0.357,-0.622,-0.235,1
-0.429,2.384,-1.508,0.032,-0.137,1
0.476,-0.416,-0.533,-0.365,0.005,1
2.136,-0.953,-0.566,-0.388,0.022,1
-0.548,-0.772,1.862,-1.439,1.104,2
-0.298,1.555,-1.245,-0.714,-0.353,1
1.131,0.289,-1.056,-0.646,0.016,1
1.363,1.482,-1.214,-0.672,-0.292,1
-0.652,0.152,0.682,-1.157,-0.137,1
-0.661,-0.148,1.77,-1.38,-0.137,1
0.632,0.049,-0.301,-0.018,-0.618,1
-0.652,-0.627,0.103,0.87,-0.137,1
-0.529,-0.443,0.465,0.942,1.219,2
-0.288,0.643,0.567,-0.965,-0.406,1
-0.444,-0.82,0.593,1.773,-1.027,1
-0.123,1.679,0.76,-1.051,-0.482,1
-0.404,1.062,-1.232,-0.949,2.662,1
-0.257,0.381,-1.21,-0.691,-0.267,1
-0.478,-0.551,0.517,1.693,-1.035,1
3.266,-1.768,-0.347,-0.286,-0.256,1
-1.164,-0.717,0.785,-1.546,-0.85,1
-0.832,-0.897,0.39,-1.004,-0.781,1
0.035,0.798,0.051,1.1,-0.912,2
-0.603,0.793,0.974,0.372,-0.683,1
-0.512,-0.64,0.144,1.516,1.973,2
-0.761,-0.628,1.056,0.764,-0.137,2
0.181,-0.221,1.596,-1.266,-0.647,2
-0.774,-0.54,0.81,1.503,-0.137,1
-0.392,1.602,-0.017,0.546,1.064,2
-0.032,0.142,-1.083,-0.651,-0.137,1
-0.745,-0.607,0.954,1.281,1.786,2
-0.645,0.493,0.044,-0.093,0.138,1
0.424,0.703,-1.112,-0.643,0.028,1
0.115,-0.588,-1.0,-0.406,-0.212,1
-0.704,-0.834,0.294,1.673,-0.137,1
0.207,0.749,0.069,1.357,-0.831,1
-0.843,-0.746,-1.68,2.78,-0.137,1
-0.522,2.002,-1.298,1.04,-0.813,2
-0.446,-0.513,1.852,1.234,-0.957,1
-0.436,-0.528,1.364,1.31,-0.137,2
-0.533,1.712,0.162,-1.097,-0.467,1
-0.512,1.869,-0.032,0.199,1.83,1
-0.814,-0.639,-0.365,0.561,-0.137,2
3.048,-1.042,-0.946,-0.582,-0.017,1
-0.654,-0.122,1.686,-1.255,-0.137,1
1.648,-0.838,-0.642,-0.382,-0.017,1
-0.223,-0.277,1.476,1.141,-1.362,2
0.878,-0.153,-0.373,-0.77,2.132,1
-0.818,-0.91,0.165,1.6,-0.137,1
-0.765,-0.866,0.222,2.102,-1.611,2
-0.462,0.257,1.013,0.949,-1.013,2
-0.702,-1.037,-0.154,1.67,2.242,2
1.746,0.667,-1.211,0.744,-0.632,1
-0.014,1.069,-0.054,0.554,0.87,2
-0.818,-0.918,-0.003,-0.501,-0.137,2
-0.609,-0.621,2.018,-1.456,0.719,2
0.114,1.15,-1.309,-0.19,-0.37,1
2.764,-0.686,0.052,-0.754,-0.281,1
-0.515,-0.048,0.791,0.578,-0.782,2
-1.173,0.396,1.452,0.399,-0.714,1
0.679,0.196,-0.317,-0.682,-0.29,1
0.182,1.68,-0.019,0.57,-0.594,1
1.444,0.444,-0.021,-0.712,0.136,1
-0.307,1.526,0.671,0.225,-0.137,1
-0.596,1.938,-1.344,-0.739,0.219,1
-0.438,1.387,-1.316,-0.784,-0.34,1
-0.155,2.35,-1.393,-0.783,0.135,1
-0.663,0.193,0.814,-1.077,-0.541,1
-0.548,-0.538,-0.048,1.0,2.198,2
-0.779,-0.142,0.908,-1.074,-0.137,1
-0.472,-0.55,-1.891,-2.074,-0.959,1
-0.149,-0.52,1.357,-1.353,-1.324,2
0.831,0.537,-1.184,0.044,2.118,1
-0.572,1.707,-0.028,-0.116,0.195,1
-0.607,-0.743,2.056,0.722,0.77,2
-0.646,-0.414,1.565,-1.265,-0.782,2
2.968,-0.704,0.19,-0.805,-0.301,1
-0.805,-0.866,0.125,1.689,-0.137,2
