GLCM_Pan,Mean_G,Mean_NIR,SD_Plan,class
130.4,180.63,270.46,11.86,1
132.0,187.33,334.37,20.42,1
119.81,208.88,526.94,35.35,1
131.36,178.81,229.01,14.6,1
133.52,211.5,464.19,42.05,1
116.7,218.44,592.12,32.64,1
113.58,202.83,490.12,28.71,1
129.95,192.9,313.59,17.51,1
110.6,185.18,361.27,49.79,1
117.16,212.5,404.63,17.28,1
129.54,188.81,214.29,12.01,1
142.27,205.18,457.18,15.65,1
136.7,198.04,310.12,9.72,1
127.87,208.52,377.77,28.86,1
126.9,185.24,269.2,24.29,1
128.79,199.18,350.41,18.33,1
145.93,199.9,476.1,10.31,1
129.94,176.62,210.46,9.85,1
110.44,204.0,509.64,28.01,1
120.63,206.21,529.62,21.67,1
130.62,178.18,262.58,16.41,1
139.27,210.84,548.58,33.92,1
106.41,204.06,571.88,24.03,1
132.32,190.88,338.48,24.59,1
120.1,211.97,557.97,21.48,1
86.62,197.0,324.0,9.53,1
107.58,214.29,565.71,23.58,1
107.95,188.36,318.36,27.0,1
119.44,211.37,433.78,23.0,1
107.57,197.0,441.71,31.65,1
132.92,187.54,231.25,17.22,1
123.96,190.95,416.37,35.84,1
144.52,180.08,327.67,13.93,1
125.24,180.67,338.33,21.74,1
115.27,185.53,293.41,18.66,1
109.37,215.4,637.28,33.62,1
127.14,178.94,239.74,22.06,1
143.31,204.37,532.18,23.84,1
120.95,198.02,419.9,42.24,1
134.06,184.39,323.83,18.15,1
138.81,190.48,345.69,22.15,1
125.63,240.87,511.01,19.85,1
113.71,206.58,398.44,17.69,1
123.56,221.36,578.71,28.0,1
117.78,233.42,522.45,21.38,1
134.68,196.38,341.78,22.79,1
128.96,200.97,369.46,23.23,1
121.64,204.08,415.67,24.52,1
150.67,240.75,519.25,20.01,1
140.58,209.0,475.33,32.88,1
118.6,234.89,675.5,34.06,1
122.59,201.92,392.34,24.16,1
127.29,216.52,473.28,30.11,1
119.32,232.02,542.09,22.35,1
126.98,242.22,602.16,21.81,1
122.02,201.27,427.36,20.58,1
106.43,242.57,610.86,28.31,1
152.28,234.22,554.0,21.92,1
138.26,203.4,403.67,21.44,1
120.25,224.02,475.9,17.4,1
139.39,206.66,423.47,22.12,1
118.12,236.2,654.0,23.5,1
159.32,238.5,522.5,11.74,1
109.54,240.71,632.38,19.35,1
136.3,236.35,605.83,36.14,1
125.59,211.23,471.54,27.4,1
129.87,209.56,425.89,27.76,1
128.26,202.14,541.43,18.08,1
121.09,215.54,468.62,13.7,1
137.16,205.77,375.04,25.82,1
103.04,243.13,579.3,19.46,1
112.8,192.75,350.75,49.35,1
101.29,201.11,384.11,8.18,1
130.26,239.56,531.7,19.75,1
126.12,222.61,452.06,19.24,1
132.13,185.64,274.62,13.88,1
127.4,194.45,348.69,17.53,1
136.72,195.83,416.02,19.97,1
114.54,213.33,563.76,15.45,1
128.61,214.66,597.58,41.04,1
119.08,208.2,424.98,24.97,1
138.76,214.22,482.34,29.17,1
115.29,218.72,620.83,21.98,1
121.83,214.04,516.56,32.02,1
134.37,221.89,516.93,33.69,1
107.8,198.93,578.5,12.72,1
125.33,207.24,405.29,23.1,1
115.84,207.37,460.33,23.8,1
127.2,219.22,517.0,19.9,1
136.27,206.88,579.9,23.01,1
137.13,208.29,476.52,21.44,1
135.22,194.9,393.59,22.92,1
134.61,208.14,448.6,29.45,1
100.5,212.55,546.64,13.23,1
126.61,219.41,503.59,17.95,1
122.09,229.19,557.03,20.23,1
132.88,200.19,476.03,28.95,1
125.92,228.08,599.46,27.69,1
134.16,197.74,449.37,24.49,1
133.65,194.84,327.12,19.48,1
121.39,203.29,416.76,16.53,1
116.92,195.31,415.84,31.52,1
107.28,241.78,673.11,15.12,1
97.98,199.71,364.29,21.41,1
129.27,278.42,378.5,16.33,1
121.62,233.42,562.43,22.97,1
138.21,228.81,559.23,14.73,1
122.98,198.91,509.4,33.34,1
108.57,233.64,590.36,20.75,1
134.91,195.76,401.21,21.7,1
121.14,211.13,535.87,18.02,1
143.71,220.9,560.63,20.77,1
134.35,216.09,473.21,20.15,1
124.73,212.7,507.86,26.12,1
125.41,251.5,506.2,22.04,1
109.64,230.96,635.12,15.48,1
118.68,217.11,620.5,18.57,1
135.28,210.3,446.27,29.28,1
102.7,213.2,492.0,18.16,1
131.93,267.79,424.86,15.48,1
125.66,314.55,265.6,16.14,1
144.6,215.1,497.95,12.14,1
157.07,204.21,578.74,10.44,1
125.77,234.59,534.08,26.94,1
125.16,209.9,592.4,20.37,1
110.96,212.77,475.9,28.23,1
127.66,209.35,568.98,31.43,1
133.66,213.1,600.0,24.14,1
138.48,200.41,403.67,13.37,1
111.45,225.36,579.88,25.22,1
138.97,259.0,476.0,14.1,1
137.92,225.1,595.87,27.69,1
120.43,222.55,577.83,26.1,1
120.79,199.43,402.14,17.67,1
111.17,223.67,710.0,15.78,1
110.28,212.1,591.79,30.48,1
136.54,211.17,515.75,35.27,1
117.56,212.88,623.37,20.16,1
134.16,222.15,714.64,21.5,1
136.0,207.2,476.86,28.07,1
120.13,217.6,503.19,21.83,1
127.13,309.86,315.21,19.58,1
130.58,202.29,336.71,18.58,1
128.62,203.07,511.98,22.31,1
110.79,222.76,636.94,20.24,1
105.18,219.53,693.42,24.13,1
135.66,215.64,572.45,40.39,1
127.63,212.16,477.93,21.45,1
137.17,203.89,354.61,23.88,1
116.92,215.71,532.23,30.08,1
117.16,239.06,620.35,26.64,1
122.64,209.78,576.52,26.83,1
116.24,201.28,407.28,17.42,1
129.84,223.77,647.34,23.79,1
133.44,279.0,392.0,8.64,1
138.43,218.08,556.96,27.88,1
137.46,249.33,575.61,16.52,1
112.9,215.58,670.14,22.35,1
105.41,340.83,253.61,11.5,1
124.77,212.61,650.61,18.76,1
138.74,194.81,470.62,27.89,1
125.74,207.1,605.71,24.34,1
135.3,206.14,402.14,24.64,1
138.69,204.44,509.74,17.19,1
132.7,322.42,271.63,9.7,1
132.02,208.22,577.67,35.22,1
123.27,287.38,332.16,18.33,1
111.81,205.68,564.95,23.34,1
121.5,198.88,509.59,17.8,1
128.0,258.24,397.44,18.0,1
109.9,201.89,486.17,14.48,1
140.62,208.0,448.27,20.86,1
132.28,212.17,620.86,30.85,1
125.85,212.1,661.65,33.69,1
134.91,212.33,450.76,25.46,1
118.87,229.33,518.07,31.43,1
141.78,204.09,606.4,31.13,1
131.7,212.83,512.53,31.43,1
107.4,208.14,616.75,30.46,1
135.58,212.2,640.62,31.73,1
104.31,206.07,533.0,16.38,1
128.51,215.61,776.54,33.22,1
112.7,327.75,265.67,10.23,1
111.37,209.87,726.39,38.42,1
118.65,222.22,682.5,28.27,1
106.6,235.4,436.6,22.35,1
115.88,226.46,862.29,26.59,1
119.16,257.44,914.44,29.9,1
134.28,235.98,559.61,30.21,1
123.2,271.57,847.73,27.9,1
118.15,241.88,728.24,36.68,1
128.48,258.33,867.59,29.8,1
123.52,308.25,206.68,17.1,1
125.58,295.05,281.48,19.03,1
129.94,244.15,561.39,20.91,1
125.06,228.69,451.56,25.15,1
106.84,262.38,837.25,23.92,1
135.8,245.22,788.41,21.04,1
113.5,235.02,636.17,25.21,1
122.13,263.59,585.79,26.54,1
125.78,234.17,451.1,27.72,1
128.8,229.42,403.61,26.58,1
135.09,223.38,363.72,20.56,1
107.82,276.0,923.0,20.65,1
116.85,254.73,776.43,30.55,1
112.01,257.66,871.38,28.04,1
112.74,261.26,803.91,21.75,1
124.87,242.06,499.03,23.64,1
139.76,258.42,819.12,33.46,1
133.96,259.71,758.22,34.41,1
129.18,204.5,166.5,7.69,1
131.34,207.0,264.1,21.21,1
110.33,229.09,564.86,15.59,1
101.28,273.0,924.2,22.68,1
121.01,256.77,708.97,22.79,1
129.4,244.91,761.88,34.95,1
139.16,221.57,510.07,20.43,1
119.47,266.29,463.22,15.71,1
131.1,264.97,844.97,19.01,1
135.07,247.54,208.78,19.89,1
134.0,213.91,427.44,26.21,1
135.5,225.03,551.51,33.2,1
132.11,206.0,399.0,0.47,1
129.44,223.06,467.47,29.29,1
130.65,193.24,234.22,16.38,1
127.9,216.78,360.62,28.18,1
120.31,253.52,692.06,34.12,1
135.54,252.11,649.16,16.33,1
124.28,264.8,773.8,11.88,1
137.6,231.42,586.73,37.2,1
136.33,237.61,515.33,37.78,1
122.85,243.07,539.14,28.81,1
141.3,213.18,341.36,13.56,1
118.43,242.56,483.92,26.23,1
120.23,239.26,625.49,30.13,1
115.46,237.04,527.22,13.67,1
133.12,247.6,557.58,16.9,1
125.39,235.3,651.39,39.01,1
116.68,237.56,705.78,28.13,1
139.59,253.15,757.35,28.35,1
130.06,194.23,252.07,15.67,1
134.52,238.12,595.04,40.15,1
139.73,244.36,866.36,32.33,1
115.21,243.11,876.43,28.67,1
137.69,240.29,852.19,32.39,1
116.61,240.49,846.7,32.69,1
97.08,251.4,635.1,11.65,1
114.57,218.4,448.73,12.35,1
131.04,197.82,332.59,24.44,1
133.69,214.45,415.33,11.88,1
125.3,253.71,470.28,17.94,1
134.76,245.93,562.18,14.67,1
134.76,241.84,782.31,24.1,1
132.37,229.31,584.15,24.57,1
117.21,244.96,389.87,28.67,1
130.15,188.77,414.94,36.45,1
120.04,244.77,836.49,22.98,1
136.0,289.12,428.17,15.36,1
129.04,238.91,643.4,24.39,1
117.11,286.42,430.67,25.08,1
132.14,228.07,425.22,15.21,1
123.12,242.78,452.44,12.31,1
137.46,235.42,775.42,34.96,1
107.15,243.0,683.75,18.84,1
134.73,246.72,673.15,23.45,1
134.95,268.34,747.23,23.19,1
129.3,236.0,339.0,24.41,1
129.72,265.18,231.93,14.86,1
115.16,224.43,421.71,17.56,1
115.76,261.42,771.04,27.34,1
127.16,207.09,339.51,23.44,1
136.05,201.06,188.33,13.45,1
139.65,231.94,753.65,41.83,1
131.77,200.46,240.1,16.01,1
127.44,227.66,445.26,18.36,1
123.42,282.42,427.44,19.82,1
128.33,250.38,914.12,20.65,1
168.76,228.5,769.83,9.44,1
129.21,252.35,780.22,23.89,1
117.67,239.58,803.48,26.72,1
122.09,284.0,303.79,24.54,1
130.25,256.48,429.71,23.37,1
118.34,238.44,762.45,19.11,1
124.94,233.41,789.21,24.14,1
97.82,244.11,882.33,14.31,1
136.54,268.68,738.76,14.33,1
137.15,208.0,366.06,32.8,1
90.35,258.0,425.6,21.78,1
147.32,234.61,768.65,28.58,1
135.56,231.43,767.11,15.22,1
119.88,238.04,596.81,20.02,1
138.01,239.55,495.06,16.84,1
149.65,231.25,744.08,26.05,1
119.3,200.48,405.21,38.79,1
129.65,228.89,534.98,19.48,1
131.95,228.28,544.94,23.78,1
114.04,232.22,704.33,14.0,1
126.95,243.27,687.09,10.93,1
152.54,243.68,686.38,19.74,1
133.86,229.85,739.36,31.48,1
92.19,232.5,510.0,22.65,1
115.91,250.58,778.61,30.15,1
117.8,234.95,365.68,29.34,1
114.43,248.33,529.47,16.21,1
114.39,228.53,526.22,28.38,1
111.33,234.76,885.94,16.23,1
130.87,230.42,727.29,27.26,1
110.67,238.9,565.37,15.63,1
118.91,237.27,815.76,34.25,1
145.82,251.33,442.0,23.86,1
121.53,269.23,428.5,26.54,1
135.02,238.26,568.83,21.21,1
137.57,241.33,775.96,29.76,1
134.53,229.25,590.78,16.52,1
141.29,250.81,395.75,17.48,1
151.0,218.12,735.65,25.3,1
126.75,260.0,507.57,17.5,1
100.15,243.8,764.8,30.14,1
121.39,304.74,435.1,24.21,1
128.24,278.21,468.26,17.05,1
128.58,244.58,705.77,12.76,1
133.81,222.73,528.01,24.6,1
123.82,248.29,554.91,21.78,1
168.84,252.0,580.0,17.84,1
150.54,304.79,444.07,18.91,1
144.23,246.67,823.67,33.01,1
133.2,231.66,452.04,29.65,1
137.56,255.05,835.74,39.19,1
123.72,275.18,462.05,14.98,1
113.95,239.77,568.64,15.59,1
114.25,336.8,443.47,12.64,1
139.79,255.33,722.36,16.81,1
125.39,243.43,757.19,21.07,1
132.82,253.2,454.99,14.9,1
149.08,280.5,456.17,36.6,1
139.07,244.67,752.74,25.36,1
108.39,254.62,895.0,27.96,1
118.53,252.76,626.0,18.52,1
103.83,273.86,474.43,11.75,1
110.13,209.29,473.21,19.77,1
131.52,242.44,682.17,26.12,1
149.44,244.15,609.85,18.16,1
129.99,264.28,472.0,21.02,1
144.45,248.0,876.0,26.98,1
113.71,251.95,801.68,32.63,1
140.56,247.78,503.26,25.53,1
130.54,241.78,527.93,17.1,1
122.81,266.49,486.53,16.71,1
122.02,244.37,708.13,17.28,1
137.32,244.06,733.61,30.66,1
124.03,244.06,634.84,25.85,1
144.2,245.0,595.59,14.24,1
137.04,231.59,462.81,29.82,1
137.67,244.55,709.42,23.74,1
123.4,244.1,685.96,29.83,1
125.0,244.52,728.44,12.3,1
118.95,226.39,461.31,36.97,1
142.89,235.11,728.26,24.09,1
117.3,237.32,681.16,29.82,1
109.04,248.53,582.58,24.24,1
143.98,244.5,743.5,31.99,1
125.01,238.76,584.46,20.18,1
109.85,244.6,748.93,13.63,1
151.24,252.81,884.69,16.01,1
117.84,256.2,901.2,22.05,1
125.84,242.3,587.74,24.56,1
110.85,243.71,546.92,17.23,1
134.01,242.74,556.71,23.4,1
136.04,230.88,544.53,23.58,1
120.6,233.91,595.97,16.51,1
120.52,262.38,914.79,38.87,1
131.23,179.9,179.17,6.24,1
143.16,188.36,345.32,16.18,1
135.07,204.74,456.94,29.46,1
111.94,202.12,384.72,26.03,1
122.23,243.14,656.7,14.02,1
125.3,235.58,681.91,9.44,1
125.82,196.22,353.15,23.23,1
122.51,181.75,266.52,15.91,1
129.34,229.17,660.8,10.32,1
129.17,205.48,395.26,28.84,1
104.25,193.35,416.05,31.57,1
123.7,233.74,717.82,9.28,1
131.43,183.93,230.47,4.79,1
133.28,180.4,270.46,14.02,1
110.57,206.11,535.61,33.99,1
117.89,208.11,483.89,39.77,1
134.48,187.84,361.4,16.49,1
132.25,185.93,285.27,20.93,1
126.83,191.52,237.89,19.9,1
134.78,196.33,351.33,9.31,1
131.68,196.78,358.14,30.6,1
110.3,191.08,368.25,20.51,1
124.22,197.52,392.49,27.88,1
146.59,182.9,343.5,12.16,1
133.22,197.25,374.82,17.66,1
119.04,206.0,421.39,18.54,1
121.91,218.12,583.02,27.48,1
135.46,188.0,332.14,18.91,1
108.89,192.76,316.88,17.18,1
115.7,205.21,476.34,27.14,1
131.66,229.18,665.75,10.31,1
132.22,214.0,570.29,23.27,1
138.04,196.22,344.78,10.84,1
127.84,210.26,473.54,41.47,1
123.32,205.74,420.77,34.53,1
117.16,206.37,555.68,33.5,1
138.11,194.97,358.73,14.91,1
110.13,260.36,723.98,16.92,1
115.67,216.95,532.21,38.17,1
135.51,193.7,323.27,10.85,1
128.78,194.48,336.95,10.89,1
135.57,202.04,338.75,26.43,1
120.82,207.18,445.31,28.28,1
122.57,228.64,609.45,16.43,1
120.0,201.69,443.25,23.99,1
133.49,192.52,326.35,22.42,1
132.96,205.88,384.5,15.74,1
138.3,203.86,421.36,26.36,1
141.62,204.66,448.89,24.38,1
123.33,201.28,374.05,26.17,1
110.56,200.96,522.96,32.16,1
129.96,251.35,640.43,18.17,1
135.95,192.02,203.12,7.11,1
129.49,192.46,242.46,13.95,1
119.36,195.65,292.92,17.22,1
130.86,175.0,241.86,13.46,1
142.51,188.33,450.0,20.09,1
114.03,253.56,689.1,19.44,1
115.43,262.09,562.4,14.82,1
128.99,222.0,479.94,49.53,1
134.6,206.6,332.56,15.46,1
123.42,200.66,321.44,22.24,1
134.5,191.67,322.41,24.41,1
129.86,275.8,645.79,33.41,1
143.5,267.7,568.93,15.15,1
134.83,258.73,602.23,14.8,1
123.88,267.59,612.79,28.8,1
115.84,200.44,366.12,36.64,1
141.12,204.0,509.74,26.6,1
116.46,278.72,718.27,24.15,1
131.62,274.89,516.95,23.11,1
131.75,183.87,237.24,13.89,1
121.78,196.57,363.96,33.02,1
146.69,197.8,320.8,9.26,1
120.59,283.4,776.79,17.91,1
112.85,290.12,807.5,16.97,1
113.51,251.6,490.8,17.91,1
125.04,292.31,429.74,9.58,1
129.34,283.23,397.66,11.55,1
125.88,260.12,357.41,24.57,1
107.75,194.4,307.6,15.87,1
100.88,199.88,466.58,21.89,1
133.93,210.18,408.03,24.78,1
130.15,186.92,282.54,18.72,1
115.69,208.08,425.53,42.71,1
114.18,225.76,455.48,15.49,1
132.42,202.88,242.79,21.76,1
124.68,308.74,387.49,7.59,1
130.8,195.21,329.88,19.98,1
110.09,211.0,420.62,31.14,1
112.56,196.42,334.17,17.06,1
130.47,289.04,491.42,16.24,1
121.02,297.25,414.7,9.44,1
130.56,201.92,183.0,8.4,1
130.36,190.53,308.3,21.22,1
131.55,185.0,217.0,11.7,1
123.01,252.5,313.55,32.35,1
132.1,271.11,657.26,23.11,1
119.73,205.68,421.42,28.54,1
114.78,291.64,648.73,21.99,1
134.89,181.62,242.23,10.14,1
129.22,187.25,300.7,16.18,1
128.27,248.63,691.06,9.94,1
125.43,289.34,361.09,12.04,1
124.97,269.75,544.0,17.45,1
128.18,194.11,372.11,26.94,1
118.26,202.09,360.38,21.28,1
137.2,202.64,388.45,27.94,1
146.77,210.0,550.33,34.38,1
103.13,198.89,412.67,21.9,1
118.58,195.31,334.0,24.01,1
117.12,253.54,715.04,19.09,1
129.47,258.62,597.59,21.28,1
126.7,275.89,455.21,15.35,1
130.41,187.38,220.31,13.68,1
120.19,214.29,570.07,31.15,1
134.3,250.0,284.2,19.51,1
131.76,194.28,315.6,14.17,1
135.12,184.45,266.39,10.92,1
144.92,197.8,353.96,15.0,1
134.35,198.55,402.05,28.51,1
120.66,197.63,340.81,14.2,1
129.29,250.76,718.91,9.63,1
123.4,199.23,309.83,16.52,1
118.73,275.43,453.57,6.12,1
134.73,245.9,280.3,18.63,1
124.12,204.93,435.16,25.55,1
134.71,204.07,370.33,19.21,1
130.71,238.24,690.71,8.73,1
120.88,259.33,425.33,15.25,1
115.0,212.05,377.51,18.75,1
118.34,206.95,457.86,23.29,1
117.01,210.97,538.5,31.77,1
123.14,248.68,544.36,39.48,1
128.13,232.54,341.92,24.67,1
131.5,198.68,262.73,15.64,1
112.6,190.29,355.14,31.17,1
115.89,208.24,531.44,35.47,1
117.69,187.68,332.4,48.23,1
134.58,193.78,401.97,28.3,1
135.19,202.04,477.35,36.94,1
107.54,219.91,562.27,32.01,1
133.29,195.97,330.08,20.09,1
117.67,182.84,350.16,20.45,1
120.88,205.83,513.13,35.09,1
134.54,184.65,337.73,19.8,1
135.63,201.09,464.82,28.87,1
130.56,195.92,437.86,30.53,1
136.41,216.77,628.08,37.18,1
136.43,203.47,433.47,20.02,1
113.4,229.44,655.62,35.88,1
116.76,214.23,549.01,34.47,1
113.67,207.56,479.28,43.44,1
135.33,212.5,485.27,33.51,1
137.62,218.31,604.69,33.52,1
137.05,185.9,256.43,11.66,1
137.4,214.2,535.68,24.4,1
112.1,215.77,581.8,29.36,1
124.99,195.21,399.85,31.96,1
116.05,208.73,495.8,40.32,1
155.07,203.57,477.86,6.73,1
114.77,202.06,492.75,18.69,1
142.22,195.1,413.58,22.53,1
133.82,225.09,643.36,25.24,1
146.24,211.67,582.58,14.88,1
140.15,203.82,414.18,13.27,1
140.83,184.48,316.7,11.62,1
137.98,216.41,597.64,38.66,1
132.27,194.77,318.2,19.1,1
140.22,193.87,462.33,29.36,1
136.01,218.9,582.33,21.5,1
118.79,202.22,442.7,31.43,1
140.62,205.76,487.83,21.15,1
142.95,200.58,431.04,19.29,1
121.25,204.66,493.34,31.49,1
132.52,204.6,431.82,20.5,1
130.3,196.25,313.75,32.37,1
125.89,211.71,523.62,36.73,1
107.63,204.07,413.2,16.3,1
115.46,214.97,533.34,31.11,1
108.56,207.73,504.45,38.87,1
142.49,203.09,414.91,19.87,1
143.37,206.19,455.52,21.58,1
116.47,206.48,408.31,16.61,1
112.99,203.52,410.5,22.58,1
136.05,216.14,503.42,34.29,1
126.59,204.6,401.29,24.39,1
134.86,207.76,533.9,36.46,1
104.74,214.1,558.63,31.78,1
125.04,214.75,444.9,23.28,1
123.05,222.15,617.92,29.39,1
117.57,216.55,644.84,39.4,1
130.66,213.97,649.03,32.7,1
113.26,210.59,435.41,33.88,1
123.52,228.21,590.86,32.72,1
133.78,223.31,552.06,30.49,1
131.37,186.0,273.64,17.18,1
122.72,230.71,736.0,26.38,1
116.84,227.42,736.35,21.86,1
139.16,217.37,590.3,22.6,1
115.75,221.87,624.09,17.87,1
116.32,208.55,511.95,21.13,1
116.96,222.69,498.69,29.66,1
130.46,214.74,494.79,33.34,1
122.2,219.04,583.38,25.66,1
127.87,194.81,340.69,24.32,1
137.49,231.53,676.65,36.43,1
116.39,200.85,357.42,19.26,1
133.38,191.03,319.97,18.1,1
134.21,181.64,262.92,16.54,1
144.78,186.95,303.1,13.39,1
128.05,192.38,315.29,23.84,1
123.53,203.34,419.28,20.88,1
116.98,195.05,376.73,39.67,1
112.63,216.45,531.03,33.53,1
147.54,190.23,327.5,8.42,1
140.77,207.52,448.28,22.86,1
122.25,203.31,412.71,35.81,1
131.34,180.62,270.12,22.7,1
134.24,182.2,291.7,23.61,1
133.12,171.67,218.29,13.56,1
127.55,175.88,234.28,16.47,1
127.62,169.13,174.49,9.04,1
132.67,179.87,261.5,19.72,1
116.39,186.56,299.95,22.06,1
139.81,175.29,270.29,9.64,1
130.97,168.09,207.5,12.2,1
130.21,203.8,380.89,22.95,1
89.81,190.8,354.8,8.7,1
145.59,191.5,398.06,14.49,1
132.25,206.2,421.45,25.98,1
116.05,200.35,440.72,34.85,1
127.33,177.42,276.44,21.62,1
112.67,196.65,399.39,22.25,1
131.5,199.46,389.75,24.94,1
112.68,205.73,419.69,23.9,1
136.49,202.03,366.87,19.64,1
117.97,197.65,308.02,18.61,1
137.93,195.53,296.53,13.54,1
134.14,210.0,460.17,16.31,1
120.46,209.67,402.56,25.39,1
142.06,204.75,375.12,18.26,1
114.39,211.1,638.51,24.06,1
118.06,218.09,513.12,18.9,1
126.21,234.8,454.76,22.5,1
123.31,269.83,385.6,15.63,1
123.03,209.66,702.03,23.17,1
136.98,217.59,671.0,44.55,1
117.43,209.95,608.88,30.5,1
156.67,216.5,589.12,11.48,1
124.12,207.16,560.05,28.76,1
183.28,270.0,430.0,29.5,1
138.4,202.8,547.2,36.26,1
118.65,262.7,500.7,21.94,1
104.3,270.0,430.0,154.57,1
119.13,203.43,498.14,27.22,1
144.39,200.26,530.26,19.28,1
109.22,213.4,562.2,12.81,1
130.69,217.13,535.21,14.52,1
135.88,203.69,460.37,28.6,1
115.83,241.46,535.31,15.87,1
121.17,197.79,525.75,22.5,1
112.2,214.82,686.79,37.24,1
120.05,223.11,659.33,20.22,1
129.93,218.94,640.4,29.93,1
121.59,199.24,449.47,21.25,1
116.07,206.21,560.72,28.63,1
119.39,196.62,458.65,28.69,1
131.92,208.07,626.0,21.63,1
136.96,215.0,676.43,24.67,1
134.7,202.52,509.15,26.12,1
115.7,228.33,757.41,21.88,1
118.12,205.7,524.73,30.81,1
139.9,201.89,471.93,21.07,1
121.77,269.94,547.22,36.66,1
124.82,292.97,313.67,19.49,1
97.91,211.0,501.0,17.58,1
133.76,290.58,517.75,22.53,1
137.86,186.49,387.08,16.86,1
124.62,210.65,627.5,18.5,1
132.66,209.4,225.99,14.28,1
127.6,191.8,421.38,23.19,1
124.44,268.59,421.66,15.88,1
128.36,184.65,335.61,15.91,1
108.26,199.35,504.76,23.16,1
130.36,199.81,434.38,51.05,1
127.61,176.0,275.63,12.69,1
125.48,198.25,488.99,25.25,1
124.01,234.61,315.35,43.04,1
130.26,202.9,391.37,20.7,1
133.85,178.13,263.11,11.39,1
127.48,259.6,244.8,17.93,1
130.15,197.5,257.93,20.41,1
123.08,231.0,299.96,26.16,1
132.96,193.21,331.86,15.42,1
104.21,202.9,611.4,18.43,1
135.14,211.97,597.61,26.17,1
120.96,238.12,667.6,18.7,1
136.39,184.4,356.84,15.52,1
115.67,182.0,309.6,23.04,1
137.38,193.7,300.83,12.87,1
128.82,188.64,387.3,23.8,1
136.55,272.06,465.82,15.35,1
96.72,269.86,452.71,20.66,1
130.7,213.71,437.71,31.96,1
128.2,200.47,497.54,24.75,1
130.24,212.98,400.73,24.41,1
125.52,225.96,625.05,22.29,1
97.27,198.0,507.86,15.04,1
111.21,210.85,562.83,29.89,1
135.11,203.56,544.18,28.64,1
127.54,271.9,538.79,15.11,1
141.34,267.12,553.04,22.58,1
131.46,295.75,388.75,27.14,1
123.52,255.03,588.3,28.84,1
144.27,229.85,641.31,18.4,1
127.39,252.14,698.74,24.8,1
127.02,232.43,560.46,20.08,1
134.46,192.15,435.03,19.8,1
139.32,195.78,441.44,21.78,1
130.45,237.33,775.14,24.88,1
108.64,193.38,406.31,22.6,1
103.15,257.71,575.14,27.44,1
112.28,249.47,635.47,14.22,1
125.36,248.07,691.22,26.39,1
126.51,248.16,758.19,8.16,1
129.98,235.9,787.15,20.79,1
127.36,247.67,436.74,14.97,1
120.06,237.35,613.02,22.67,1
137.85,241.84,677.07,26.64,1
129.99,251.2,704.58,6.75,1
120.95,252.33,822.38,25.62,1
154.72,250.4,689.5,20.51,1
128.28,236.8,712.04,25.7,1
117.48,246.05,622.29,20.74,1
122.27,246.29,768.3,24.17,1
127.4,233.26,706.71,22.74,1
137.7,237.44,441.63,16.13,1
127.84,236.1,521.83,21.82,1
111.33,251.58,726.16,28.1,1
95.37,251.73,621.82,15.43,1
143.75,251.85,894.46,22.94,1
130.31,248.86,589.79,24.48,1
105.8,247.12,688.2,12.59,1
101.7,249.52,765.41,8.12,1
141.5,227.86,664.41,25.83,1
124.88,240.25,485.25,17.85,1
125.17,247.5,797.0,21.83,1
133.79,239.83,569.14,30.33,1
128.06,244.1,751.49,8.18,1
116.48,301.44,527.87,14.53,1
135.12,251.97,441.07,22.36,1
112.9,248.75,816.37,25.06,1
139.46,255.1,517.16,9.66,1
129.0,246.06,719.14,23.57,1
141.53,232.81,684.06,26.91,1
124.55,244.57,656.19,39.11,1
121.48,273.29,459.14,16.05,1
143.13,241.78,620.18,31.66,1
112.9,244.88,612.0,27.77,1
141.87,248.87,654.61,35.17,1
118.67,234.75,658.89,15.76,1
151.71,230.0,584.2,18.54,1
118.96,235.13,574.15,31.68,1
141.24,247.68,640.45,48.87,1
126.25,243.19,657.77,20.4,1
117.47,227.06,467.76,22.64,1
125.82,245.63,768.44,22.96,1
125.82,244.9,686.0,47.28,1
130.81,255.34,482.91,20.72,1
161.4,239.8,405.8,22.65,1
129.33,248.75,730.56,7.18,1
116.83,255.09,768.19,17.38,1
135.6,251.44,748.33,28.14,1
133.52,240.64,537.97,27.56,1
139.56,247.25,853.56,37.5,1
126.02,234.43,457.63,27.14,1
137.44,246.88,599.4,19.75,1
115.94,248.26,618.3,19.66,1
138.33,237.56,620.96,20.24,1
118.29,252.41,732.32,12.12,1
110.31,241.78,581.48,27.14,1
127.7,242.85,755.5,28.69,1
134.86,236.73,603.96,21.9,1
132.85,234.37,743.16,29.15,1
120.54,236.92,769.07,21.57,1
139.08,243.08,747.0,20.9,1
163.59,252.6,642.6,20.67,1
131.53,248.81,796.69,23.89,1
127.81,254.4,718.09,7.97,1
120.94,251.05,859.42,22.9,1
133.21,247.32,851.4,20.01,1
140.49,242.62,619.61,39.15,1
112.64,243.17,586.47,28.25,1
149.84,243.0,858.0,13.7,1
135.7,245.36,619.08,17.69,1
114.42,249.74,803.37,44.05,1
139.56,227.35,602.61,33.84,1
110.18,233.38,609.92,45.17,1
128.22,255.61,762.0,7.97,1
126.0,254.33,587.31,19.08,1
128.81,236.45,663.27,35.97,1
161.32,241.71,596.93,32.62,1
156.4,251.14,621.43,17.8,1
147.04,233.5,528.5,18.98,1
