RIDGE,NUB,CRACK,WEIGHT,DENSITY,binaryClass
-0.16,-1.75,-4.29,4.46,-1.58,P
6.05,1.62,-1.88,-8.14,0.36,P
5.05,2.66,2.55,-14.04,2.8,P
-1.46,-2.28,-2.23,5.58,-2.81,P
-7.36,6.06,5.32,12.32,2.9,P
-1.96,2.71,3.56,2.56,2.28,P
4.3,4.66,-7.5,-12.52,0.61,P
-0.18,0.3,-0.28,0.82,0.14,P
3.68,2.77,4.91,-5.78,-0.13,P
-12.77,1.94,11.31,28.3,-0.79,P
-2.14,-6.08,-0.73,-0.1,1.53,P
-3.89,-3.67,-13.13,1.94,0.92,P
2.26,1.27,-9.35,-14.33,2.79,P
-1.31,8.01,2.97,3.69,2.82,P
0.24,-7.69,-13.62,1.06,-2.26,P
-8.0,-3.67,-5.82,8.17,-1.3,P
-2.73,1.42,-1.82,8.3,-1.77,P
-3.21,8.4,-1.22,-0.29,3.65,P
3.12,0.88,-6.99,-9.13,-1.08,P
5.87,-4.12,-7.5,-8.18,-1.92,P
-7.86,-6.97,4.56,12.67,-0.33,P
9.14,-1.89,-11.14,-13.84,-2.95,P
3.05,5.36,-9.37,-1.12,-0.72,P
4.0,3.42,2.29,-9.09,-2.13,P
7.48,-1.41,-2.48,-1.45,-7.61,P
-9.37,-10.02,-2.74,10.54,1.08,P
-10.14,-7.48,-3.97,22.9,-2.33,P
-2.66,9.28,5.59,-0.95,5.68,P
-12.2,-3.21,-6.6,18.1,5.26,P
0.1,-2.12,4.22,-2.69,2.38,P
-3.24,0.28,6.34,7.78,0.74,P
6.31,-4.71,6.63,-8.87,-5.22,P
8.03,-2.86,-2.69,-16.36,-1.59,P
7.33,4.07,-1.26,-5.8,-3.6,P
8.83,0.67,-1.26,-8.55,-3.02,P
-2.15,5.13,-1.44,0.47,3.02,P
-1.84,9.15,6.52,4.01,3.26,P
-4.3,-4.06,-4.11,9.26,-0.19,P
0.72,-2.9,-2.57,1.81,-1.38,P
5.23,2.71,6.59,-4.33,-1.56,P
2.98,-8.45,-7.26,-1.44,-2.54,P
-2.3,-5.16,-1.96,4.4,1.94,P
-6.74,2.11,4.09,13.47,0.95,P
-0.71,7.21,9.2,3.96,0.55,P
-3.42,5.65,-15.18,-0.49,6.94,P
5.11,-2.71,-0.47,-13.15,-0.29,P
-0.32,0.32,-0.29,0.76,0.0,P
-6.42,2.36,2.63,0.67,6.63,P
2.13,-6.92,-3.38,-5.76,0.64,P
-1.36,-0.55,0.18,-0.26,1.65,P
-9.16,-3.92,2.53,17.4,-0.16,P
2.86,-2.67,9.09,-0.55,-2.62,P
0.9,-3.3,-2.67,2.8,-2.88,P
-8.91,-0.88,-11.52,14.52,2.14,P
8.05,2.05,2.44,-16.04,-1.22,P
-8.45,-8.83,-10.4,7.71,1.18,P
-6.44,-3.93,5.46,7.37,0.51,P
-4.93,-6.31,-3.89,8.44,-1.94,P
-0.66,9.02,-4.13,-10.13,5.35,P
4.56,7.41,9.3,-5.18,0.37,P
-5.06,-3.49,-6.04,8.51,0.03,P
0.64,-3.1,6.32,-8.48,1.89,P
-2.25,4.69,-8.61,1.11,2.48,P
-1.06,-6.57,1.53,6.59,-4.87,P
4.64,8.06,5.51,-0.69,-1.1,P
2.12,-3.41,7.72,1.0,-3.77,P
-8.83,-4.02,7.04,19.32,-2.17,P
0.87,-1.23,10.39,0.9,-2.44,P
-4.89,2.85,1.69,11.45,0.85,P
5.63,-2.63,-0.79,-5.66,-2.28,P
-6.99,-3.61,-1.47,0.78,4.93,P
5.05,-8.87,-1.51,-10.71,-1.88,P
-4.18,-5.8,-7.45,-0.48,6.42,P
9.57,5.65,3.88,-16.37,3.68,P
1.64,1.72,-2.42,1.64,-2.37,P
6.62,-3.41,-0.76,-16.08,0.96,P
-1.74,0.32,-10.61,0.8,2.66,P
-6.08,-4.34,6.2,17.61,-1.95,P
-7.65,2.09,9.09,11.71,0.59,P
-7.2,-4.03,7.42,3.55,3.49,P
5.36,3.38,-7.86,-11.36,-0.36,P
3.84,-8.28,8.28,-3.33,-5.03,P
4.88,-0.62,7.79,-5.32,-4.24,P
3.08,-7.95,1.9,2.05,-4.48,P
7.12,4.45,-10.9,-12.8,0.19,P
2.34,-2.46,10.41,1.42,-3.22,P
-14.51,3.26,-12.84,14.11,6.21,P
-14.84,2.42,3.11,17.48,4.33,P
4.81,-6.44,6.05,-6.38,-1.06,P
-6.5,2.35,-6.31,-2.16,6.07,P
3.98,4.04,6.61,-7.84,0.15,P
2.51,-4.8,-0.17,-0.93,-2.04,P
2.71,11.9,-1.93,-12.83,4.86,P
2.55,5.49,6.5,0.36,-3.51,P
6.24,4.03,6.18,-9.88,-1.19,P
2.64,-3.75,-2.12,0.93,-3.96,P
-13.75,5.7,12.78,15.67,9.39,P
5.79,0.62,-4.96,-16.97,3.68,P
4.5,-2.47,-1.77,-8.4,-1.71,P
-0.49,-7.02,-10.11,-6.92,3.29,P
9.92,-2.18,-15.62,-17.35,0.3,P
5.56,8.26,-5.46,-9.6,2.98,P
6.91,5.66,-10.61,-10.46,-2.11,P
3.51,9.58,3.54,-3.82,1.29,P
-6.84,-6.47,-6.33,13.45,-0.13,P
9.99,7.4,-11.53,-16.19,-1.09,P
7.84,0.0,-8.15,-7.54,-2.94,P
-3.97,11.31,6.99,2.55,3.44,P
12.47,6.3,-7.91,-20.72,-3.08,P
0.06,5.07,4.78,4.4,-2.29,P
-1.53,-0.48,-5.55,0.11,1.58,P
-6.22,-9.75,10.81,9.58,-1.49,P
5.9,6.42,-0.37,-4.28,-1.37,P
3.14,-5.88,2.12,-3.78,-2.1,P
-4.4,-11.9,-5.76,7.84,-1.52,P
-4.21,0.3,-31.41,2.45,5.48,P
-5.08,-2.68,1.91,9.39,-1.23,P
1.98,-7.52,7.0,-7.25,-0.66,P
-2.06,2.65,-1.32,8.75,-0.4,P
-3.01,4.33,9.25,10.24,-0.51,P
8.32,3.73,-9.91,-15.44,-0.77,P
2.79,-5.6,-10.48,-8.82,-0.17,P
-1.14,3.89,-3.72,2.56,1.05,P
-12.36,-0.11,-0.39,16.51,6.48,P
-3.19,0.27,-5.23,5.12,-1.03,P
3.57,-8.77,6.89,3.5,-5.93,P
2.76,7.03,6.98,-6.37,1.0,P
-15.48,3.93,6.37,15.56,7.71,P
9.78,0.17,0.75,-10.14,-3.32,P
-0.18,2.0,9.91,-0.19,1.55,P
6.18,7.14,15.18,-3.04,-1.9,P
-3.7,-0.62,9.16,6.79,-0.28,P
7.64,4.82,-2.53,-14.12,0.1,P
-2.72,-5.59,15.92,6.18,-2.54,P
15.12,3.95,-9.13,-20.76,-4.87,P
-1.68,4.3,-4.57,7.8,-0.17,P
-1.54,-0.56,0.2,-0.36,1.58,P
-6.36,-4.12,19.79,12.93,-2.91,P
-2.72,-1.32,7.31,-3.2,2.29,P
-21.75,-6.3,2.65,27.36,5.38,P
-12.62,4.09,6.22,5.99,9.44,P
4.28,12.08,-2.83,-11.62,3.5,P
-2.62,-0.78,-0.07,0.88,2.09,P
-9.2,-5.15,14.92,11.98,0.68,P
0.6,0.86,-0.59,1.54,-0.87,P
-4.0,1.87,7.41,1.21,2.01,P
2.6,3.1,17.62,3.43,-2.74,P
-1.41,0.58,1.59,-0.08,2.29,P
-3.44,-5.29,-16.55,7.08,0.59,P
13.99,2.31,-2.65,-17.21,-7.44,P
0.9,-6.26,6.67,0.35,-3.8,P
4.19,-7.66,2.42,-9.69,-1.22,P
-0.52,-3.81,10.69,-0.22,-0.85,P
-3.45,-5.14,9.69,10.27,0.26,P
-0.88,1.46,-15.58,-0.22,-0.03,P
7.07,-1.28,-6.4,-6.94,-3.39,P
-4.2,-9.85,0.24,6.2,0.47,P
-10.58,-3.23,12.99,23.7,-1.36,P
1.43,-3.95,8.03,-1.44,-3.96,P
-18.0,-5.44,-1.89,21.42,5.51,P
3.33,2.51,-12.78,-4.99,-1.23,P
-2.6,-0.38,-1.5,6.61,-2.01,P
-6.75,4.01,2.53,12.52,1.66,P
5.29,1.21,-1.22,-6.9,-2.83,P
3.21,-4.02,-4.01,-6.8,-0.79,P
-7.63,1.67,10.34,7.95,0.77,P
2.36,-5.66,-0.69,-1.01,-2.49,P
9.18,-2.48,-1.86,-13.1,-5.36,P
-3.25,-0.82,3.46,0.31,2.49,P
-8.73,-9.31,7.2,12.73,0.76,P
0.65,2.62,15.13,6.6,-1.97,P
-9.49,6.95,4.58,12.67,6.49,P
-2.82,-3.02,-9.66,-4.59,3.65,P
6.17,-1.52,-2.32,-16.61,-0.29,P
-12.68,-6.8,1.6,13.88,4.31,P
0.11,-12.84,-0.3,4.35,-5.87,P
-7.78,3.68,3.02,14.57,3.06,P
-6.01,0.01,9.53,6.95,4.23,P
-2.94,-0.92,-0.39,6.98,1.67,P
0.84,0.69,1.53,5.44,-3.66,P
1.84,-5.56,-10.35,-0.95,-2.13,P
3.85,4.72,10.56,4.3,-3.23,P
-1.33,5.33,5.82,-1.78,2.7,P
1.36,2.63,-5.72,3.46,-1.1,P
4.45,1.37,0.26,-5.9,-0.82,P
-2.43,-8.14,0.82,9.08,-1.09,P
2.95,-1.09,2.73,-6.92,-1.86,P
-6.92,-6.22,-10.41,7.58,0.88,P
-3.92,-1.5,-0.53,11.58,-0.7,P
16.31,7.66,-6.8,-20.88,-5.35,P
-0.28,8.53,10.66,-0.67,1.05,P
-5.08,-7.03,5.08,6.42,-0.55,P
-1.31,-11.09,10.24,4.56,-2.17,P
-2.02,-4.36,-1.96,2.59,0.01,P
-6.67,-9.6,0.05,6.37,3.53,P
-7.25,-3.16,-0.38,18.34,0.11,P
2.56,7.37,3.93,-7.97,2.56,P
0.61,4.46,2.92,-7.21,4.3,P
0.91,7.42,8.11,-5.17,3.73,P
0.25,7.97,-8.38,3.2,0.91,P
-0.99,-0.33,-20.0,-7.36,2.53,P
1.93,6.88,-1.4,-4.41,2.36,P
2.61,2.06,-0.12,4.02,-4.1,P
-5.29,-6.11,4.59,10.9,-3.54,P
-10.66,7.44,14.86,15.32,4.76,P
-5.25,-5.01,3.37,4.83,2.52,P
3.35,9.93,12.11,-5.33,0.59,P
-4.72,1.35,16.28,6.15,1.98,P
-1.25,-6.49,-5.65,0.18,2.53,P
-12.12,-5.25,4.43,21.91,-0.14,P
-3.03,-2.77,-4.18,-0.06,1.82,P
-2.22,6.1,-0.55,3.52,1.27,P
-0.56,-9.83,0.76,0.14,-2.62,P
3.6,4.45,0.94,-7.49,0.61,P
12.63,11.73,8.16,-20.23,-1.55,P
-8.6,-13.53,-1.54,17.54,-2.01,P
-4.49,3.4,-2.48,0.3,7.19,P
1.96,-3.14,4.09,-6.07,0.03,P
17.49,-5.52,-5.07,-7.02,-11.88,P
4.42,8.87,-5.6,-5.35,-0.23,P
-5.23,2.62,12.82,7.68,0.64,N
7.38,-8.82,4.92,-7.88,-3.71,N
10.23,4.66,-9.92,-20.84,0.38,N
-2.82,4.6,2.06,-0.57,2.61,N
-9.84,-0.06,-4.96,2.17,6.11,N
3.18,-1.53,-16.31,-10.19,0.35,N
3.67,1.02,3.39,2.74,-3.52,N
-2.5,-1.52,6.84,8.46,-1.4,N
-4.72,7.26,5.5,7.75,2.1,N
4.2,3.12,16.98,-6.84,-0.38,N
-2.57,1.72,-10.8,-0.08,2.35,N
1.62,5.44,-2.18,-0.02,0.36,N
-4.19,-3.36,5.89,12.28,-2.59,N
-4.08,0.31,7.08,4.78,2.6,N
-10.77,5.11,6.31,18.74,4.0,N
8.98,-3.99,-13.06,-18.24,-0.82,N
8.63,0.09,-3.68,-12.07,-1.03,N
7.66,6.32,-0.76,-13.47,-0.92,N
-14.44,6.71,8.44,16.92,4.97,N
5.38,-0.65,3.48,-10.09,-1.27,N
-10.17,5.66,-4.86,14.2,5.43,N
6.97,5.27,-3.06,-13.42,1.52,N
-11.92,-2.44,10.5,19.47,1.34,N
-0.48,6.56,-1.49,1.36,2.52,N
-5.73,-4.64,8.99,16.26,-2.59,N
-1.0,0.01,-0.1,0.22,0.44,N
-4.69,2.52,3.19,10.19,1.15,N
0.89,-4.08,-0.96,-1.56,-0.93,N
11.31,12.44,7.94,-21.1,0.94,N
0.24,-8.95,8.85,7.18,-3.99,N
0.16,8.22,6.53,1.73,-1.98,N
6.4,0.61,-0.78,-3.13,-3.59,N
8.69,-9.99,-10.85,-19.02,0.57,N
-2.14,-2.8,-3.45,4.04,-2.48,N
4.77,-1.8,10.77,-1.45,-5.69,N
6.06,0.52,15.67,-6.37,-1.95,N
5.84,-0.37,-7.37,-11.44,0.52,N
0.64,6.26,20.95,5.61,0.18,N
-9.71,0.5,12.06,12.17,2.05,N
-6.13,-3.12,3.09,10.47,-1.31,N
3.99,-6.29,5.75,-9.15,-1.49,N
3.4,-6.67,-1.43,-6.06,0.66,N
0.6,-2.78,13.9,4.83,-2.33,N
8.34,3.28,-3.43,-12.01,-3.94,N
-8.26,-5.82,3.06,14.0,1.11,N
7.25,4.37,3.96,-11.45,-3.05,N
4.71,-0.0,1.46,-7.94,0.86,N
-1.5,-2.33,-1.43,0.37,2.47,N
-1.89,3.95,-5.37,3.04,1.87,N
0.12,-1.81,-5.95,3.18,-3.17,N
10.44,-1.99,6.73,-14.13,-4.55,N
-0.12,0.47,-0.36,0.94,-0.25,N
-16.98,-2.25,-1.3,21.6,6.46,N
-0.75,-4.05,-1.93,9.59,-2.52,N
-11.12,-3.48,9.79,15.04,2.03,N
-12.53,-3.7,5.83,12.72,6.37,N
-9.21,9.07,-3.03,10.13,7.14,N
-1.03,6.15,-2.99,8.47,-2.19,N
2.83,-5.15,-3.56,-0.43,0.34,N
1.04,-6.82,-12.42,-6.48,-0.26,N
-1.68,1.46,0.75,4.56,2.86,N
-3.18,-0.43,-1.78,2.02,0.78,N
3.32,-1.72,-9.22,-11.36,-1.11,N
-2.18,-0.95,12.38,-1.75,0.3,N
-10.36,-3.67,2.88,16.4,3.17,N
-1.81,4.5,2.79,0.29,4.36,N
12.14,-0.23,4.32,-16.98,-4.53,N
4.21,-1.92,1.22,-6.89,-1.12,N
6.61,3.91,10.67,-3.81,-2.93,N
3.95,9.34,1.27,-4.9,-0.05,N
7.88,-0.38,1.12,-19.7,2.76,N
1.31,-11.71,-8.17,2.98,-6.82,N
7.84,-1.54,-10.11,-9.71,-3.5,N
-2.44,-3.08,-14.25,-3.89,1.45,N
15.99,-0.59,-14.28,-27.52,-4.8,N
7.64,-6.06,-0.96,-14.92,-3.8,N
3.39,-4.08,2.38,-2.78,-1.27,N
-0.28,7.65,10.7,-1.87,3.68,N
10.55,1.1,1.23,-15.52,-4.89,N
2.25,-3.62,3.5,-7.81,-0.17,N
-9.13,-2.57,9.13,17.1,-0.54,N
-2.01,3.71,-7.93,-0.72,4.46,N
2.67,-7.04,-5.15,-4.15,-0.96,N
4.97,1.29,-8.49,-11.74,0.64,N
11.45,-1.1,-5.62,-15.9,-4.6,N
-4.84,7.01,-15.01,4.9,6.6,N
6.81,-5.58,-2.25,-7.49,-3.31,N
6.09,7.19,-0.21,-3.45,-0.71,N
-0.3,-4.84,2.98,-2.9,2.2,N
-2.74,-7.36,3.14,6.34,-1.56,N
-1.91,5.37,2.85,-3.65,4.38,N
-2.58,-1.09,-13.84,8.48,-0.66,N
3.66,-2.36,-7.23,-7.15,-2.03,N
4.85,-0.27,-1.49,-6.78,-1.7,N
8.45,7.35,-13.41,-21.0,-0.12,N
-1.33,5.17,20.1,6.11,-1.99,N
-9.23,-9.88,2.46,18.22,-0.6,N
5.2,-2.06,-2.62,-5.65,-3.35,N
11.29,4.82,5.18,-12.67,-4.78,N
1.63,6.17,6.93,-2.61,-0.42,N
2.8,0.82,-7.0,-0.28,-3.72,N
-4.33,1.79,7.31,2.06,2.46,N
5.02,-1.01,-5.58,-10.51,0.19,N
4.35,-3.5,-1.76,-2.96,-3.57,N
3.76,-2.35,-1.86,0.87,-7.11,N
1.68,1.43,3.82,1.74,-4.22,N
-0.87,-3.93,-10.4,-1.83,0.45,N
1.72,1.52,-16.85,-6.44,1.06,N
-3.12,9.96,-4.8,-0.15,3.36,N
1.84,2.94,-9.4,-10.08,3.69,N
6.57,-3.88,-17.14,-12.74,-1.06,N
7.43,2.17,-8.36,-8.85,-3.68,N
-12.51,-6.31,12.94,20.71,-2.46,N
1.29,-3.53,-20.46,-4.93,-0.36,N
4.72,5.56,-1.92,-8.58,1.45,N
8.85,-3.67,1.83,-17.18,-1.43,N
-0.82,8.11,-1.14,-1.82,2.51,N
-2.45,0.08,-15.36,-4.43,2.71,N
-1.96,-9.64,9.48,3.88,-1.74,N
9.75,8.06,-8.79,-17.52,1.56,N
6.88,1.72,-1.04,-8.37,-2.62,N
-8.21,3.7,10.93,14.78,1.87,N
0.93,2.37,21.62,2.03,-1.94,N
2.76,-1.86,-5.52,-6.72,-2.49,N
-9.47,-1.25,1.09,13.6,-0.38,N
3.96,-5.82,5.67,-2.86,-3.9,N
-7.45,-2.48,11.17,12.01,1.84,N
-5.34,5.22,3.99,8.55,1.29,N
6.19,-0.36,-0.37,-9.05,-1.62,N
-5.19,-1.46,6.27,11.7,-2.07,N
-2.89,-2.23,-3.47,10.03,0.5,N
1.26,3.9,-1.82,-12.93,2.91,N
-0.13,-8.31,2.15,-3.9,1.31,N
-1.07,12.13,5.8,3.81,2.17,N
6.29,-6.09,1.79,-8.08,-2.64,N
-14.55,-3.08,11.43,20.56,4.43,N
-4.35,-1.19,-10.93,0.21,1.83,N
-4.9,-6.3,-6.22,10.05,-2.03,N
-5.27,-0.19,-6.59,13.4,-2.96,N
-3.64,-4.86,-2.95,-1.23,1.41,N
-2.75,-5.34,8.8,-0.81,2.22,N
-4.88,-3.44,-16.84,-0.31,6.46,N
-3.44,-10.51,-3.71,2.46,2.24,N
-8.47,5.03,6.96,11.74,3.29,N
6.6,1.19,-13.26,-16.48,-0.01,N
-2.92,-6.11,25.16,12.17,-4.53,N
-8.78,-3.8,6.65,12.16,1.11,N
-1.93,-1.6,0.85,7.88,-4.07,N
6.89,3.08,3.68,-6.27,-2.84,N
0.47,1.0,-3.53,2.05,-0.92,N
12.35,-1.27,-3.78,-19.24,-4.14,N
13.07,-4.49,10.52,-11.76,-9.4,N
-1.2,-0.9,14.3,3.58,0.44,N
-5.32,5.13,-13.27,-3.04,9.68,N
6.4,-0.96,1.73,-6.6,-1.48,N
0.73,5.54,10.78,-1.05,-0.94,N
-5.85,1.72,16.1,10.32,-0.19,N
0.25,13.41,-7.21,1.09,4.19,N
-8.98,-0.75,12.08,15.56,3.42,N
-0.79,-0.85,-10.58,0.13,0.52,N
-15.24,-5.53,0.0,25.08,-0.23,N
-0.51,3.03,-16.18,-6.06,4.67,N
0.62,5.16,-12.25,-0.25,-0.18,N
-0.36,0.29,-0.27,0.72,0.07,N
9.22,-4.25,-11.6,-15.73,-2.55,N
4.27,-3.15,-0.33,-5.87,-1.08,N
-2.22,-3.86,-1.97,3.59,-0.42,N
8.3,-4.08,-5.27,-4.04,-5.2,N
-3.5,4.78,-8.57,-9.77,9.15,N
-0.66,0.26,-0.23,0.53,-0.0,N
0.74,-1.64,14.77,11.2,-7.26,N
-4.33,-0.22,-6.66,11.48,-0.39,N
-0.71,-4.81,-4.6,-5.23,1.04,N
-1.2,6.54,-7.45,-0.51,0.99,N
7.59,1.76,1.86,-11.16,-1.44,N
-6.54,-1.36,1.16,13.38,-0.57,N
9.74,3.18,-4.73,-14.17,-1.79,N
-3.37,5.07,-8.15,-3.98,6.25,N
-4.76,-2.51,4.91,7.92,-2.11,N
6.65,6.66,16.8,-7.93,-3.42,N
6.28,-1.0,-4.32,-6.98,-2.22,N
4.58,-10.49,5.21,4.66,-7.13,N
-10.17,-6.67,-1.26,19.45,0.07,N
-2.91,0.81,5.68,2.43,3.07,N
-1.54,3.94,21.24,7.66,-3.23,N
7.66,3.56,-2.55,-10.13,-2.37,N
1.67,-4.03,3.32,-6.51,1.52,N
-6.22,-4.02,11.87,10.0,-0.82,N
-3.21,7.8,13.11,7.46,0.62,N
-4.39,-2.97,10.27,4.08,1.06,N
-2.03,-9.03,-16.03,1.9,-0.5,N
0.43,-7.75,0.36,1.68,-6.05,N
-0.34,17.26,6.57,-1.68,4.92,N
-13.01,-3.0,10.86,22.73,0.38,N
-4.2,-0.07,8.84,7.86,0.83,N
-2.78,5.34,0.83,1.32,1.74,N
12.57,4.06,-2.2,-23.03,-0.89,N
-18.62,-6.32,6.71,20.89,5.76,N
-3.0,6.86,14.17,7.32,1.59,N
-3.51,6.54,-6.92,-0.15,3.76,N
-3.61,0.18,-1.11,1.2,2.29,N
5.58,-5.76,-7.75,-4.64,-5.39,N
3.95,5.59,6.53,1.58,-3.35,N
-6.03,9.38,2.26,14.18,2.1,N
7.72,6.19,-13.86,-8.62,-0.72,N
-1.15,4.37,-11.39,5.48,1.94,N
6.96,2.47,-0.7,-2.58,-1.92,N
-0.45,0.35,-0.29,0.7,-0.13,N
-4.02,0.1,-5.81,0.91,3.91,N
3.45,-5.24,11.91,-1.29,-4.74,N
-4.18,-6.84,-9.92,7.25,0.32,N
6.68,-2.57,4.01,-10.83,-4.24,N
4.84,9.26,4.68,-11.62,1.17,N
6.25,1.3,-7.66,-11.12,-0.23,N
6.5,-5.08,-1.23,-5.82,-5.28,N
0.26,8.85,-2.1,2.84,0.73,N
1.88,-3.77,7.63,7.37,-3.54,N
3.03,-0.65,7.64,1.88,-3.74,N
-0.59,-5.96,-6.09,-4.18,-0.11,N
4.95,3.47,12.6,-8.49,-1.92,N
-7.65,1.08,10.12,11.77,1.09,N
12.63,-2.97,1.04,-14.36,-5.61,N
9.47,4.66,11.52,-8.55,-3.52,N
6.18,-5.92,-11.83,-4.12,-2.89,N
4.5,1.35,7.0,-9.65,-0.8,N
-5.06,-5.4,1.54,10.04,-0.11,N
1.78,-2.12,-10.01,-9.97,-0.57,N
-2.2,4.29,-6.65,-1.49,1.9,N
-5.83,6.36,-9.98,0.56,5.61,N
-2.04,-4.06,2.05,6.82,-1.35,N
-3.94,6.1,2.53,3.78,1.36,N
4.4,2.42,6.86,-7.64,-1.82,N
4.34,2.58,-0.19,-2.76,-2.42,N
-2.24,-3.46,-9.42,-0.31,2.74,N
-14.19,2.46,-6.08,14.47,9.42,N
0.07,-8.98,-18.23,-2.49,-1.68,N
-1.66,9.04,-9.46,-5.65,7.64,N
-8.5,-2.74,9.99,7.89,2.0,N
-7.81,1.31,10.5,9.1,2.64,N
1.24,-4.84,-8.94,2.28,-1.68,N
-1.7,-1.51,-6.34,0.12,2.07,N
0.4,5.2,-0.23,2.64,-1.45,N
5.41,1.22,3.13,-10.12,-0.04,N
8.94,0.11,-4.37,-9.75,-4.08,N
6.15,0.21,0.36,-4.18,-3.36,N
-6.97,-7.18,0.87,11.84,-0.73,N
-1.82,-4.64,-6.53,5.76,0.81,N
-0.86,9.56,-3.12,1.58,3.5,N
-5.28,-7.54,-3.82,5.41,0.91,N
11.19,8.38,4.75,-17.19,2.22,N
4.17,6.76,-17.73,-4.39,-1.0,N
7.14,1.15,-12.03,-14.39,0.69,N
-6.99,-10.88,-6.9,16.27,-3.72,N
9.31,6.59,-10.31,-17.62,1.56,N
-1.02,7.24,10.36,0.12,1.62,N
7.55,5.03,11.39,-2.18,-4.67,N
-2.92,4.16,-4.73,-0.12,3.81,N
10.64,6.9,11.2,-7.32,-5.14,N
-2.05,-2.1,3.96,-0.74,4.44,N
4.27,-3.25,3.69,-4.48,-3.17,N
-4.38,-2.11,-12.6,3.79,3.46,N
-2.55,-5.47,-4.23,5.75,-2.04,N
-2.39,2.44,-1.5,6.52,0.48,N
1.73,2.95,7.81,-4.1,0.64,N
0.54,0.88,-0.59,1.51,-0.93,N
8.07,3.63,6.38,-9.36,-1.08,N
-13.71,-3.04,12.6,14.19,2.83,N
3.5,-6.52,5.42,-4.88,-1.82,N
0.99,6.77,-7.75,-1.48,1.1,N
-3.59,-4.05,9.56,8.2,-2.78,N
4.24,13.67,5.95,-4.08,3.18,N
0.41,-3.58,5.8,-4.66,3.09,N
-5.02,-2.74,-11.28,0.59,6.99,N
3.4,-1.21,-8.65,-4.54,-2.19,N
1.94,2.9,8.63,-0.8,-4.03,N
-9.6,0.95,16.84,18.02,2.57,N
-0.65,-6.72,-3.47,-4.03,1.37,N
0.96,1.38,-14.51,-12.77,3.22,N
4.56,-7.23,-4.57,-10.49,-1.6,N
-3.44,-9.92,7.8,4.64,-0.81,N
-4.22,-1.78,-2.76,14.4,-0.86,N
9.65,-6.27,-4.11,-8.8,-8.05,N
2.87,-5.3,1.25,-9.52,0.25,N
5.78,1.22,6.2,-1.15,-5.54,N
-5.78,-11.28,-1.89,9.8,-1.35,N
-1.52,-6.55,-5.87,-1.74,1.17,N
4.44,0.62,-1.93,1.04,-2.38,N
-4.86,-3.66,-7.57,11.36,-1.34,N
-13.84,2.49,-1.08,20.74,5.43,N
4.08,-7.42,-7.59,-4.22,-4.59,N
-6.17,9.48,6.93,5.49,5.37,N
-8.9,1.47,-0.3,15.69,2.57,N
-13.49,-3.22,-8.47,13.81,6.18,N
-10.73,1.76,-0.48,14.47,3.59,N
7.17,0.15,-1.37,-13.66,1.51,N
-10.71,-9.74,-4.54,18.42,3.22,N
-1.92,-5.62,9.48,2.46,-2.33,N
-12.05,-9.08,-6.7,17.99,1.97,N
-5.91,9.54,1.94,7.01,4.03,N
-1.01,4.72,-15.58,-7.16,4.76,N
-6.95,3.38,13.46,14.63,-0.67,N
6.48,1.74,5.81,-8.34,-1.75,N
-3.92,-4.17,-1.04,10.37,-2.1,N
-3.42,-1.73,5.34,-0.19,3.62,N
-4.0,-4.55,-1.03,11.71,-1.49,N
-1.68,2.36,8.86,6.95,-0.26,N
-4.37,-4.8,9.75,10.74,-4.99,N
-7.32,5.26,9.52,1.48,3.98,N
-0.45,-5.62,13.32,2.17,-2.73,N
-1.35,-5.26,10.32,7.64,-1.24,N
-4.73,4.93,5.97,6.25,2.44,N
-4.33,-2.74,9.92,1.29,1.88,N
-5.01,-3.66,0.84,11.66,-1.17,N
6.88,2.95,-1.96,-12.73,-3.13,N
-1.17,-7.54,-15.69,-3.51,3.04,N
9.58,-0.55,2.15,-10.67,-3.89,N
-12.38,2.3,19.16,21.71,1.31,N
-0.92,4.04,13.26,1.34,3.79,N
1.81,6.79,-3.95,-5.34,1.46,N
-10.38,-7.17,-12.54,12.66,3.97,N
3.53,5.9,11.44,3.03,-4.74,N
0.45,-0.34,-1.68,8.86,-1.92,N
8.48,-0.91,3.07,-12.0,-1.26,N
0.82,-7.53,-5.46,-1.95,0.6,N
-7.3,-8.26,-3.6,-1.2,6.0,N
-3.98,-5.17,2.16,8.97,1.3,N
-3.29,-4.54,12.27,7.04,-1.2,N
0.28,8.25,-1.57,-3.07,2.76,N
0.88,-5.02,-6.96,-3.9,0.04,N
1.6,7.01,15.1,-0.18,0.43,N
8.07,0.64,5.57,-10.98,-4.91,N
-2.63,-2.48,-0.4,-0.5,0.92,N
1.75,4.99,-10.16,-7.25,1.49,N
-8.52,1.16,13.29,19.62,-0.08,N
5.74,2.47,1.64,-10.8,0.28,N
1.75,-4.92,-3.21,-2.91,-3.4,N
-5.23,-4.61,15.06,6.61,1.0,N
0.96,-4.35,-10.7,1.85,0.59,N
4.25,1.83,0.14,-7.17,-2.83,N
-5.66,-7.44,-1.56,4.48,2.45,N
-3.58,6.22,-4.07,0.48,2.52,N
3.19,6.79,0.38,-1.68,-1.52,N
-1.25,-0.7,15.6,8.75,-1.42,N
-0.76,0.01,-0.11,0.36,0.57,N
-2.41,5.81,6.0,1.81,4.74,N
-0.83,10.78,-8.32,0.61,4.24,N
14.6,-0.34,9.1,-22.92,-2.64,N
-1.23,-0.21,0.02,-0.02,0.88,N
