a1cx,a1cy,b2x,b2y,a2pop,a3pop,temp,mxql,binaryClass
-0.1656,0.1937,-0.3298,-0.498,0.4358,1.8086,0.9553,5,P
-0.3028,-0.3989,0.2145,-0.2804,8.2217,2.2572,0.6995,5,N
-0.3246,-0.3641,0.4854,0.322,3.2404,0.6685,0.7767,5,P
-0.4511,-0.2155,0.3132,0.2025,0.9714,5.8609,0.0732,6,N
-0.3117,-0.0825,0.141,0.1493,1.8157,3.1786,0.7732,8,P
-0.167,0.0751,0.3093,0.3539,0.0183,2.8449,0.6296,6,P
0.226,-0.4424,-0.4345,-0.4147,3.3096,1.2332,0.7741,6,P
-0.3619,0.4147,0.4494,-0.4868,1.9215,6.1543,0.3215,8,N
-0.2926,0.3804,-0.3738,-0.4625,0.6406,0.6372,0.7757,6,P
0.3643,-0.4756,-0.1291,-0.1669,5.3517,1.0616,0.4936,6,P
0.1386,0.0636,-0.3927,0.2813,2.8032,1.1545,0.8271,6,P
-0.441,0.3286,0.1792,-0.2519,2.0313,0.9178,0.666,6,P
-0.1462,0.2989,0.0185,-0.2601,4.8103,6.2836,0.7089,7,N
0.0611,0.2118,-0.2005,-0.0336,2.7992,1.4545,0.6803,5,P
0.4889,0.2284,0.0898,-0.1071,0.9982,0.0511,0.5723,7,P
-0.439,-0.2424,-0.0304,-0.1805,11.5645,0.0195,0.5283,5,N
0.418,0.4082,0.351,-0.0644,1.9156,0.7864,0.9213,6,P
-0.297,0.388,0.158,-0.2134,0.4924,0.0264,0.7755,5,P
-0.4051,0.1245,-0.2996,-0.4584,6.1225,1.7204,0.6642,6,N
0.3755,-0.1779,-0.2847,-0.39,1.3354,1.1368,0.8999,6,P
-0.0729,-0.433,0.4044,-0.0897,2.3532,3.6321,0.9325,6,N
0.0388,-0.1493,-0.0951,0.0918,2.9934,1.6661,0.7795,6,P
0.3281,-0.0231,0.1108,-0.1111,3.5198,4.8318,0.643,6,N
0.343,0.0296,0.2491,-0.0802,0.2372,12.7191,0.5714,7,N
-0.0741,0.1816,-0.0777,-0.3367,0.7231,7.0991,0.9095,6,N
0.0914,0.4183,-0.1667,0.446,1.9006,3.2553,0.7366,8,P
0.0986,-0.2377,0.4823,-0.3915,2.4943,0.0788,0.8797,8,P
-0.2384,0.3331,-0.0814,0.1978,2.7236,0.2,0.6184,6,P
0.1595,-0.3709,-0.4645,-0.1291,1.5811,8.1283,0.7686,6,N
0.4595,0.2583,-0.0396,-0.4459,0.0476,6.2565,0.5394,7,N
0.3093,-0.4031,-0.0019,-0.1923,3.1245,0.3248,0.7837,5,P
-0.494,-0.3877,0.2541,-0.0313,4.8698,4.2278,0.1815,7,N
-0.061,-0.1107,0.4365,-0.3171,3.1557,2.2307,0.623,7,P
-0.2745,-0.3892,-0.366,0.0127,0.8187,3.7612,0.7938,8,P
0.4394,-0.2774,-0.056,0.1078,1.6294,1.4982,0.925,6,P
0.4408,0.0467,-0.3283,0.1583,2.2418,3.1601,0.6451,8,N
-0.4622,-0.085,0.0164,-0.0812,1.0902,1.5295,0.243,8,P
-0.2653,0.4973,0.224,-0.2432,3.5342,0.774,0.7542,6,P
0.1395,0.203,-0.0326,0.2852,5.2897,4.3825,0.7984,6,N
0.3892,0.3525,-0.1794,-0.0579,0.4261,6.7706,0.8521,7,N
0.0111,0.2349,0.2704,-0.4537,2.1053,0.038,0.3226,6,P
-0.4697,-0.2741,-0.0461,0.0146,5.2763,3.112,0.859,5,N
0.3227,-0.1017,-0.1383,-0.341,4.5645,0.5423,0.7229,8,P
0.3919,0.3849,0.1172,0.4522,0.1993,0.0359,0.7289,8,P
0.1903,-0.394,-0.4733,0.3199,4.2854,0.1995,0.3533,6,P
0.1739,-0.4059,-0.1403,-0.1105,2.9261,5.0673,0.7274,7,N
-0.4049,-0.4349,-0.3407,-0.2463,0.3897,0.444,0.4922,8,P
-0.3292,0.05,0.1778,-0.1797,0.5106,3.5005,0.8991,7,P
-0.087,-0.4283,-0.2206,0.0725,0.6715,1.5247,0.6261,5,P
-0.2753,0.2972,0.4487,-0.1283,0.2597,0.7975,0.7382,8,P
-0.4799,0.1654,0.4308,0.2838,0.3938,2.8644,0.6701,7,P
0.3219,-0.2004,-0.3183,-0.0908,0.0291,2.7873,0.8719,7,P
0.0181,0.0509,0.4268,0.4609,5.5033,3.9032,0.5446,8,N
0.4641,0.324,0.4614,-0.1338,5.0618,6.2337,0.8295,6,N
-0.4808,-0.2827,0.0707,-0.2691,3.5779,5.9948,0.7541,5,N
0.1041,0.0084,-0.3891,-0.2939,0.8197,3.6503,0.8033,6,P
-0.2105,0.4165,-0.2993,0.3892,4.8989,1.4088,0.8367,8,P
-0.354,0.2414,0.3505,0.3209,0.4543,6.8927,0.3921,6,P
0.4886,-0.1572,-0.0331,-0.0452,1.5186,1.6529,0.8036,5,P
0.3984,-0.3774,0.0213,0.2138,0.5548,6.9234,0.6375,7,N
0.268,-0.2069,-0.0175,-0.3082,0.9823,0.3624,0.7472,7,P
-0.0523,-0.4268,-0.4145,-0.333,2.5003,2.6246,0.2344,7,N
-0.4043,-0.45,-0.4886,0.4776,2.1951,6.8966,0.5058,8,N
-0.4709,0.0268,-0.4751,0.1109,0.8981,7.3713,0.2632,5,N
0.3921,0.1095,-0.2935,0.1654,3.8336,0.4652,0.843,6,P
-0.4365,0.0012,0.1917,-0.249,0.8457,2.4955,0.3468,8,P
0.3355,0.0059,-0.4872,-0.0539,7.5493,0.1704,0.5859,8,N
0.021,0.0347,-0.4994,-0.3024,0.6881,1.6659,0.3366,8,P
0.1273,-0.3736,-0.0762,0.3854,5.1451,4.331,0.7377,5,N
0.0724,0.1946,0.3677,-0.2818,3.6346,0.6555,0.6926,6,P
0.4855,-0.4239,-0.2298,-0.4812,3.332,2.5784,0.4477,6,N
0.2111,-0.257,0.4617,0.1916,5.7166,0.2825,0.1148,5,N
-0.2472,0.3807,0.2276,0.4034,0.8147,3.7216,0.6782,6,P
-0.0866,-0.2935,-0.4947,-0.0769,5.4219,0.2434,0.9,7,P
-0.4392,0.2937,-0.458,-0.4545,1.2811,0.6335,0.8624,6,P
0.4311,0.0267,-0.2868,0.0449,0.7831,0.3381,0.4297,7,P
0.0557,-0.0197,-0.3281,0.4878,1.5571,4.1058,0.9079,7,P
-0.0008,-0.2232,0.3234,0.096,2.7279,1.071,0.3049,8,P
0.4656,-0.1648,0.2729,-0.3032,4.8115,0.886,0.6029,5,P
0.3659,-0.1236,-0.1542,0.4834,0.2269,0.6221,0.4565,8,P
-0.1882,-0.2338,-0.2526,0.1168,0.3927,4.7774,0.3214,5,N
0.4525,-0.0179,0.1393,-0.1117,4.1794,3.0399,0.7918,5,P
0.3521,-0.1107,-0.3955,0.3719,9.3075,0.3139,0.5148,7,N
0.4414,0.0682,0.3232,0.2501,1.3642,3.0988,0.8894,7,P
0.3002,0.2395,-0.3094,0.3082,1.7821,9.1689,0.7315,8,N
0.3607,0.3163,0.4984,0.0462,1.4026,6.5848,0.2894,7,N
-0.0838,0.4763,0.3345,-0.0005,3.8213,0.3693,0.4115,8,P
0.2048,0.213,0.0553,-0.1508,1.9392,2.1446,0.2318,8,P
0.3015,-0.3169,-0.0943,-0.1658,1.3138,0.5736,0.4879,8,P
0.371,0.0851,-0.3896,-0.3354,9.0047,6.1396,0.5412,6,N
-0.235,0.3881,0.0236,0.4615,1.5147,3.3013,0.5476,7,P
0.1398,0.4852,-0.0236,-0.407,6.5019,20.5388,0.5539,8,N
-0.0469,0.1842,-0.3585,-0.0155,4.2902,1.1765,0.2808,7,P
0.4643,-0.2905,0.0681,-0.4403,1.5447,7.9926,0.6412,7,N
-0.3131,-0.2147,-0.4841,-0.2592,0.3128,6.9682,0.2959,6,N
-0.3995,0.2056,0.2333,0.1083,0.2232,5.3186,0.7878,8,N
-0.4554,-0.0136,-0.0673,0.2769,0.0532,5.6028,0.6591,8,N
-0.0982,0.1059,-0.2839,-0.2538,1.873,4.1383,0.5134,5,N
0.4683,-0.0655,-0.0777,-0.4758,5.0788,1.2731,0.419,7,P
0.3198,0.0725,0.3836,0.0161,4.493,1.1259,0.4404,7,P
-0.0084,0.0483,0.2151,-0.1832,0.0773,4.7976,0.5589,7,P
-0.3187,0.1645,0.304,0.3465,0.6413,1.6712,0.3125,5,P
-0.3171,0.4493,-0.095,0.3378,0.6606,0.9374,0.4957,8,P
-0.1357,0.2275,0.3722,-0.2096,3.0518,2.6159,0.6201,6,P
-0.3568,-0.2465,0.4376,-0.2594,2.5924,0.7817,0.6957,8,P
-0.2562,-0.0106,0.3328,0.3942,0.5444,0.4435,0.8766,6,P
0.4962,-0.2966,0.2306,-0.3103,0.4729,2.4453,0.565,6,P
0.4366,0.0185,-0.2252,-0.0455,0.9588,1.9863,0.4004,6,P
0.4051,-0.1421,0.2568,-0.4482,1.4568,1.5156,0.8348,6,P
0.1625,0.4056,-0.4569,-0.3138,3.764,1.1628,0.7763,6,P
-0.0864,-0.3874,-0.2143,0.1567,0.9201,1.0732,0.6881,5,P
-0.3413,0.3501,0.1869,-0.3178,0.4563,4.3691,0.8676,6,P
0.407,-0.2284,-0.1661,0.0487,6.0511,7.6353,0.8449,7,N
0.2018,0.3636,0.3782,0.2031,2.7937,1.3098,0.6662,5,P
-0.4549,0.3401,-0.1037,0.0892,2.6904,9.4921,0.6569,5,N
0.0873,-0.1784,-0.0562,-0.1262,2.4319,0.7767,0.9222,8,P
-0.2599,-0.0685,-0.3543,-0.126,2.5667,0.5116,0.8254,6,P
-0.0521,-0.1194,-0.3518,0.3025,1.5352,0.7297,0.7081,7,P
0.3722,0.073,0.1953,-0.1032,1.6897,0.625,0.5814,8,P
-0.311,0.4927,0.3851,-0.2505,2.02,2.2428,0.7624,8,P
-0.0451,-0.3249,0.4245,-0.3549,7.8062,0.8914,0.306,7,N
0.4185,-0.4648,-0.4406,0.0545,0.107,15.6057,0.7592,7,N
-0.1647,-0.1344,0.3632,-0.3859,8.0828,0.2224,0.3952,7,N
0.4664,0.4528,-0.45,0.4361,3.1954,0.4069,0.6516,7,P
-0.4317,-0.2457,-0.1306,0.333,3.2196,0.2797,0.9,8,P
-0.1566,0.3063,0.3297,0.4917,1.4414,0.2327,0.8623,6,P
-0.0722,-0.4633,-0.2805,-0.4763,2.7131,1.823,0.6395,5,P
-0.1721,0.1124,0.4922,0.3634,2.6994,1.8729,0.7556,8,P
-0.3479,0.281,0.194,-0.4604,1.7947,5.2109,0.4415,8,N
-0.2895,0.4781,-0.0279,-0.2319,1.0109,3.696,0.4942,6,P
-0.1359,-0.107,-0.051,-0.3083,1.1388,4.5688,0.6317,7,P
-0.0977,-0.389,-0.0768,0.4425,4.1073,3.6585,0.8836,5,N
0.0479,-0.3993,0.1442,0.3891,0.3138,2.1833,0.4601,6,P
-0.2721,0.1893,-0.1142,0.0384,0.8485,10.5432,0.903,8,N
0.4684,0.1659,0.1688,0.1143,0.2076,1.3271,0.2283,5,P
0.1585,0.0809,-0.2119,-0.2181,0.9907,2.8567,0.2124,8,N
0.0427,-0.1352,0.2611,0.0178,5.2418,1.9869,0.889,6,N
0.2369,0.1743,0.17,-0.4536,0.5544,16.309,0.5751,7,N
-0.3745,-0.2016,0.2885,0.4746,0.6202,1.0118,0.4022,6,P
-0.4598,0.2598,0.4073,-0.015,3.8067,1.0102,0.2688,5,P
0.0815,-0.0769,-0.368,0.0762,2.807,8.4933,0.6403,8,N
0.3011,-0.282,0.2552,-0.273,0.5319,0.2873,0.6657,7,P
-0.3852,-0.1901,-0.0282,-0.1818,6.9702,2.8572,0.5163,7,N
-0.4848,-0.0714,-0.0748,-0.0757,1.5072,1.5923,0.3874,8,P
-0.3463,0.2471,0.1176,-0.4343,2.9163,3.7943,0.5507,8,P
-0.2156,0.2219,0.284,-0.0733,10.3206,5.2563,0.6258,8,N
0.2223,-0.2035,-0.0939,-0.3263,0.2861,7.2091,0.3664,8,N
-0.2047,0.2592,-0.3154,0.34,2.0817,1.6056,0.917,7,P
-0.1294,0.1802,-0.28,0.3385,4.8561,3.9112,0.3786,7,N
0.4476,0.308,-0.1812,0.1705,1.4452,2.9242,0.5455,7,P
0.3512,-0.0376,-0.2511,0.1843,0.5588,0.1946,0.7414,5,P
0.3982,-0.2488,0.3674,0.2052,1.1023,2.599,0.6152,6,P
0.197,-0.1704,-0.2254,-0.0836,0.6998,0.4671,0.4309,7,P
0.011,-0.2994,0.2799,0.3552,1.5122,4.933,0.6369,8,N
0.064,0.2516,-0.2789,0.2722,0.0475,3.7624,0.723,8,P
0.1669,-0.2394,0.149,-0.24,5.6894,2.0082,0.4039,5,N
0.281,0.0997,0.099,-0.4528,4.1516,2.5311,0.5366,5,N
0.118,-0.305,0.1738,-0.0523,1.813,7.4111,0.4396,6,N
-0.1284,-0.0912,-0.061,0.182,1.8706,1.5691,0.4405,7,P
-0.0136,0.3219,0.4602,-0.1322,14.8744,0.2497,0.5469,7,N
0.0858,-0.1487,-0.0497,-0.4014,0.5039,7.2451,0.3417,8,N
0.2784,-0.2194,0.3775,0.4402,2.6922,0.0955,0.4404,6,P
-0.4574,0.3473,0.2048,-0.3719,0.2788,16.4563,0.5178,7,N
0.0126,0.2081,-0.1833,0.2306,1.7153,1.5028,0.8333,7,P
-0.3135,-0.4225,-0.2263,0.24,2.0374,0.3793,0.3964,5,P
-0.4546,-0.013,0.4167,-0.4579,1.2249,3.5753,0.373,8,P
-0.1571,-0.1192,-0.2638,0.1321,4.5535,1.1443,0.683,8,P
-0.3831,-0.4567,0.3525,0.0105,0.0809,0.7601,0.8641,8,P
0.4569,-0.009,0.0796,0.3064,3.9036,1.9947,0.1771,5,N
-0.4081,0.1905,-0.0255,0.2126,7.2067,0.1565,0.3032,5,N
-0.1774,-0.4133,0.0356,-0.0482,2.3298,2.8909,0.695,6,P
-0.1165,0.0277,-0.1706,-0.4836,12.6161,1.6171,0.4492,5,N
0.0341,-0.3522,-0.235,-0.1488,3.8316,5.8159,0.894,8,N
-0.2796,-0.4517,0.2976,0.2688,1.4925,0.1928,0.7188,7,P
-0.4715,0.4848,-0.2247,0.0929,1.6891,2.6503,0.8396,6,P
-0.1693,0.1094,-0.2492,0.4109,1.693,1.8915,0.3568,7,P
0.4876,0.1467,-0.3537,0.1754,1.2731,3.2926,0.9015,5,P
0.4752,-0.3162,0.005,-0.1187,0.9066,4.9217,0.7428,7,P
-0.3811,-0.4235,-0.1084,0.3742,0.679,5.4774,0.4114,8,N
0.3477,-0.0783,-0.3486,0.0163,0.6649,3.1938,0.4048,8,P
0.199,0.0439,-0.1819,-0.3748,6.2128,6.1658,0.4147,6,N
-0.1209,0.3928,0.2127,0.1897,0.0989,2.0312,0.5265,8,P
0.479,0.3258,-0.4157,0.2151,1.6966,3.0897,0.3949,8,N
-0.4464,0.2808,-0.4522,-0.2222,0.3205,0.1466,0.6463,5,P
-0.1818,-0.0741,0.0082,-0.3078,9.9606,0.4789,0.4093,6,N
0.4766,0.1892,-0.2251,-0.3547,4.6167,4.4644,0.4724,8,N
0.0027,0.1847,-0.186,-0.4847,1.3399,0.0983,0.8047,6,P
0.4006,0.3181,-0.4425,-0.4553,2.3368,1.2088,0.8924,6,P
-0.1772,-0.1402,0.1794,-0.2601,2.3182,0.521,0.8753,5,P
0.4699,-0.1839,0.0383,0.4456,0.5481,1.3288,0.9344,6,P
-0.1282,0.4175,-0.1415,-0.1337,8.2069,3.9126,0.7054,6,N
-0.1932,0.1279,0.1419,-0.1908,0.2958,3.2316,0.7811,8,P
-0.0689,0.164,-0.1147,0.2563,4.4911,0.4322,0.85,7,P
-0.4234,0.4602,0.0757,-0.0669,7.2094,4.3418,0.6766,7,N
0.0392,0.4215,-0.4092,-0.3447,0.0351,5.2081,0.5729,5,N
-0.2428,0.0966,0.1375,0.1548,0.3365,2.9487,0.7343,5,P
-0.1489,-0.3801,0.1487,0.3707,0.3671,0.8092,0.7667,7,P
-0.0143,0.1961,0.0207,0.4279,0.124,0.6356,0.7925,5,P
0.2384,0.4646,-0.2018,0.1113,3.5244,2.2834,0.3335,7,N
0.4802,-0.1123,0.0885,-0.0634,1.9484,0.8835,0.6304,7,P
0.2372,0.1937,0.4498,0.0158,2.0239,4.0424,0.2755,6,N
0.075,-0.2548,0.2616,-0.3346,1.0984,3.4247,0.3245,7,P
0.367,0.2212,-0.1066,0.1655,0.1286,1.1967,0.4402,6,P
0.0636,0.2537,-0.1627,-0.3898,0.0456,1.3387,0.4391,7,P
0.2311,0.4046,0.1299,-0.407,0.4586,5.7282,0.2273,5,N
0.2356,-0.2665,0.1639,-0.1056,0.1711,1.9639,0.6872,5,P
-0.3182,-0.2081,-0.169,0.3329,0.1962,0.2914,0.6516,8,P
-0.449,0.4075,-0.0988,-0.3899,0.5823,7.072,0.81,7,N
0.0015,-0.2808,0.1855,-0.3026,1.1977,4.6062,0.9562,8,P
-0.089,0.0186,-0.297,0.0673,1.6975,4.2186,0.7088,8,N
-0.4323,-0.1253,0.081,-0.034,3.7198,1.2707,0.7998,5,P
0.2573,0.442,0.2162,0.4174,4.9573,11.8666,0.7256,5,N
-0.1198,0.2111,0.4376,-0.2092,0.1853,5.4087,0.3591,5,P
-0.1751,0.4398,-0.303,-0.2586,1.4176,0.1131,0.6833,7,P
-0.2378,-0.0296,-0.2017,-0.4658,0.4144,4.3121,0.7987,6,P
-0.1311,-0.4836,-0.1983,-0.2036,4.2547,1.6214,0.568,8,P
-0.2152,0.4989,-0.0881,0.1286,0.4163,2.2796,0.4365,6,P
-0.1868,0.1519,0.0954,0.4645,0.4509,4.8989,0.2689,8,P
-0.2959,0.3868,-0.1734,0.2541,7.0234,3.8213,0.5867,5,N
0.0606,-0.4866,0.4598,0.3375,0.6236,1.8114,0.2796,7,P
0.2148,-0.4932,-0.0972,-0.0803,2.0872,5.277,0.508,6,N
0.2958,-0.1416,0.1148,-0.0649,2.5474,2.3516,0.6623,8,P
-0.4514,0.3173,-0.2163,0.1335,0.9998,6.278,0.5078,8,N
-0.0157,0.435,-0.0015,0.4226,0.4338,2.8618,0.8841,7,P
-0.3009,-0.3165,0.3819,0.2801,6.156,3.3789,0.5592,6,N
-0.428,-0.4517,-0.2357,0.2423,3.2981,1.841,0.9181,5,P
-0.3759,0.2102,-0.4984,-0.4682,3.8231,1.2348,0.7468,6,P
0.1749,-0.0533,-0.2526,-0.2411,1.4692,0.0837,0.5964,6,P
-0.152,-0.2556,0.262,0.2215,5.4015,2.5864,0.7001,7,N
-0.0842,-0.0526,0.1321,0.3226,3.7346,0.4302,0.7578,7,P
0.1058,-0.4266,0.3001,0.3439,1.3404,0.3848,0.6059,6,P
-0.4538,-0.1696,0.1621,0.2927,5.2504,4.253,0.8241,8,N
0.2696,-0.3925,-0.3691,0.1336,1.4064,0.4718,0.6128,7,P
0.3045,0.286,0.3626,-0.1674,2.5511,2.6111,0.6455,5,P
-0.3587,-0.1168,0.0477,0.2105,0.6981,5.4708,0.3116,7,N
0.1274,0.2061,-0.0969,0.1795,4.9564,2.8181,0.5862,8,N
0.4417,-0.0896,-0.4016,0.1789,2.2874,0.4167,0.7715,5,P
-0.2088,-0.1716,0.3835,0.4735,9.113,0.3643,0.1644,8,N
-0.3857,0.0425,0.2619,-0.4358,2.1047,5.9914,0.7426,6,N
0.1864,0.4189,-0.1598,0.3224,6.185,0.9606,0.758,7,N
0.2837,0.3648,-0.1044,-0.3401,9.3575,3.3309,0.5982,8,N
-0.3613,-0.2615,0.3422,-0.2025,11.9526,5.138,0.8308,8,N
0.3813,-0.1031,-0.2305,-0.151,1.4906,1.2312,0.6621,7,P
-0.0018,0.4299,0.479,0.1518,6.584,7.8757,0.4347,6,N
0.2842,0.4798,-0.1967,-0.0822,5.4485,1.1033,0.6082,7,N
0.3976,-0.4855,0.0495,-0.3067,10.1641,0.1563,0.8812,8,N
0.0114,-0.2523,0.1875,0.1093,3.14,2.5664,0.5804,5,P
0.4282,0.4323,0.0577,0.2323,3.0049,7.7948,0.2621,5,N
0.2163,0.4922,0.1111,0.4701,7.9369,14.2174,0.4577,6,N
-0.0082,0.1832,-0.2713,-0.1659,1.7731,0.1015,0.5405,8,P
0.1165,-0.178,-0.2611,-0.1899,3.1377,2.3535,0.5135,7,P
-0.4696,-0.0529,-0.0343,-0.1083,2.913,0.0387,0.8572,7,P
-0.3994,0.0833,0.1753,-0.1058,2.732,5.8981,0.3516,7,N
-0.0418,-0.4119,-0.3046,0.0999,2.0963,1.7718,0.6293,5,P
-0.4484,-0.344,0.0172,-0.0067,2.6909,5.1972,0.5234,6,N
0.2774,-0.4907,0.2895,0.3912,2.1988,3.6435,0.9037,5,N
0.0508,-0.3582,0.3208,-0.3185,1.0366,0.9689,0.8834,7,P
-0.1855,-0.1933,0.0692,0.4348,2.5674,4.3511,0.5382,6,N
-0.081,0.2926,0.4223,-0.2232,3.6533,1.3745,0.4947,7,P
-0.3738,-0.0839,-0.0475,-0.2003,0.3634,1.1312,0.6659,7,P
-0.0431,-0.2991,-0.2396,-0.0766,5.0394,5.9653,0.3098,8,N
-0.3037,-0.4296,-0.2227,-0.3388,0.1939,7.7789,0.6607,6,N
0.4432,-0.4537,-0.349,0.3055,4.2174,19.4087,0.5743,8,N
-0.1248,-0.3184,-0.0369,-0.3494,9.207,1.7079,0.4753,7,N
0.4016,-0.4365,0.2953,0.0055,11.092,6.7095,0.666,6,N
0.128,-0.4354,0.0546,0.261,2.9867,0.5037,0.443,8,P
0.0684,-0.354,-0.4042,-0.4041,2.7389,1.5597,0.7095,5,P
-0.0232,0.2228,-0.0589,-0.4542,6.5845,3.5484,0.9134,6,N
0.2158,-0.4381,-0.2284,0.0658,0.595,3.2401,0.4074,5,P
-0.4651,-0.2627,0.1058,-0.3959,2.5808,0.6784,0.8534,6,P
-0.2065,-0.1163,-0.0396,-0.3002,0.0628,1.7102,0.6218,5,P
0.2033,-0.1119,-0.1444,0.3707,1.3459,1.1578,0.5752,7,P
-0.3896,0.3801,-0.376,0.4614,0.1779,1.0294,0.4928,8,P
0.2465,-0.4918,-0.0363,0.3757,6.8867,0.1849,0.462,7,P
-0.347,0.1276,-0.0196,0.1026,0.0057,2.7443,0.756,6,P
0.1391,-0.1464,-0.3129,0.2582,3.0112,3.0016,0.788,6,N
-0.242,-0.2717,0.4066,-0.1014,2.337,0.7275,0.8294,7,P
0.2355,-0.3205,-0.2645,-0.4629,5.0375,2.3237,0.5964,5,N
0.0548,0.4963,-0.4803,-0.4825,0.3706,0.3518,0.5914,7,P
-0.3726,-0.3316,0.2075,-0.1534,5.8735,3.4737,0.4756,5,N
0.2193,-0.1868,0.1492,0.3517,5.212,1.154,0.298,8,P
0.4111,-0.0975,0.2915,0.4728,0.8082,4.8983,0.6808,6,N
-0.0472,-0.1248,0.2132,0.2802,4.3698,1.0747,0.6719,5,P
0.3884,0.1577,0.1765,0.4156,3.576,0.7823,0.9358,6,P
-0.0242,-0.4427,-0.3322,-0.1822,0.2483,0.5031,0.5658,8,P
-0.4274,-0.2409,-0.4141,-0.3612,0.5443,1.1772,0.8306,5,P
-0.0025,-0.4376,-0.1733,0.0459,4.7746,0.8672,0.8047,8,P
-0.1161,-0.3777,-0.4511,0.0949,0.2225,2.3854,0.6954,8,P
0.2724,-0.1133,0.3929,-0.4254,4.2261,5.1628,0.8665,5,N
-0.4265,0.2386,0.4441,-0.0535,1.6186,1.1495,0.5603,6,P
-0.4739,0.3395,0.2099,-0.2295,5.6908,3.3461,0.7661,5,N
0.2797,-0.0073,0.114,-0.1646,4.7,0.8736,0.8458,5,P
-0.4505,-0.028,0.2546,0.2394,1.9603,9.2061,0.334,6,N
0.0104,-0.2601,-0.4481,-0.3633,1.4402,1.1552,0.6033,5,P
0.2334,-0.4106,0.0075,0.3556,1.5068,4.6182,0.5812,8,P
0.1034,-0.1083,-0.2127,-0.2869,0.332,0.5683,0.3653,7,P
-0.1965,-0.4608,0.4779,0.353,0.5102,1.439,0.6877,5,P
-0.2594,-0.4876,0.3317,0.1462,2.8865,1.5476,0.5871,7,P
-0.4732,-0.4634,0.3501,0.4541,0.9884,1.035,0.9239,8,P
0.3175,-0.4716,-0.0376,-0.2768,0.3703,1.7164,0.6676,6,P
0.1105,0.0896,-0.0897,-0.1506,3.641,2.5636,0.8279,6,N
-0.0349,-0.3293,0.0028,-0.3227,1.4262,1.72,0.2742,6,P
0.3101,-0.2058,0.3256,-0.1695,5.0826,1.9995,0.7283,8,P
-0.4396,0.289,0.2459,-0.1244,6.5813,2.8382,0.3651,7,N
0.0522,-0.2365,-0.4957,-0.3272,3.8013,3.7247,0.6728,8,N
0.1619,0.0222,-0.4674,-0.4294,4.2321,4.4115,0.733,5,N
-0.3655,0.4104,-0.4519,-0.1386,0.089,4.7574,0.9347,5,P
0.0079,-0.4769,-0.3151,0.1187,8.8526,2.2369,0.1168,6,N
0.4297,0.2859,0.1106,0.3123,4.3107,0.1016,0.6373,8,P
-0.4155,-0.3733,-0.1126,0.3094,4.0323,4.8935,0.7741,7,N
0.1106,0.2403,-0.3438,0.2169,2.4082,2.0539,0.7313,5,P
0.0493,-0.2252,-0.3764,0.3098,2.7725,0.4157,0.8616,7,P
0.2132,0.1857,-0.4428,0.06,1.0577,8.7496,0.4026,8,N
-0.3358,-0.4655,-0.4134,-0.1663,2.2878,11.4818,0.6918,7,N
-0.1357,-0.091,0.3671,0.497,0.7201,4.5303,0.9035,6,P
0.3189,-0.0968,0.0855,-0.3088,0.3533,5.3797,0.923,5,N
0.1649,0.2204,0.4593,-0.196,11.5369,0.5436,0.5839,8,N
-0.1782,0.4765,0.0717,0.3277,10.3939,6.7331,0.5724,7,N
-0.3893,0.1459,-0.3504,-0.3753,0.4201,1.0453,0.6847,5,P
0.0435,0.3877,-0.2656,0.0532,1.5782,10.2967,0.7921,6,N
-0.0506,-0.0629,-0.3352,0.262,0.3596,3.4354,0.2657,8,P
0.0323,-0.183,-0.4434,0.3179,2.2365,3.3865,0.5787,7,P
0.0408,0.3998,-0.1725,0.3589,0.2172,0.6486,0.5025,8,P
0.3653,-0.4213,-0.2596,0.3839,1.5254,2.056,0.8898,8,P
0.1558,0.4328,0.353,0.175,0.2677,9.0945,0.4585,6,N
-0.2125,0.1644,0.078,0.4335,2.8787,1.0067,0.2097,8,P
-0.0153,-0.4622,-0.3516,0.0699,1.1239,2.8314,0.7868,5,P
-0.4537,-0.1886,-0.1793,0.1932,0.5647,2.6417,0.8703,7,P
-0.0895,-0.0623,-0.1057,-0.1006,10.7812,6.2851,0.4296,6,N
0.0245,0.0674,0.1467,-0.4041,3.7502,7.1194,0.7078,8,N
-0.3354,-0.1156,-0.4212,-0.1908,3.4911,0.5982,0.8294,6,P
0.4132,-0.3887,-0.0128,-0.3992,1.6398,2.1629,0.4409,5,P
0.4602,0.4274,0.3558,-0.3795,1.7366,6.8874,0.4857,8,N
-0.3967,0.4075,-0.0655,0.4019,12.123,0.3841,0.7154,8,N
0.2539,0.0485,-0.2806,0.2665,2.3109,3.5403,0.5235,8,N
0.2353,-0.0494,0.2855,0.1614,0.8631,0.5523,0.6495,6,P
0.1436,0.2273,-0.4615,-0.1594,0.0605,7.777,0.6555,6,N
0.2685,-0.2453,0.0479,-0.3094,0.3053,2.6566,0.4603,7,P
0.0902,0.3687,-0.0459,-0.1073,1.9066,0.2207,0.4464,8,P
0.1454,0.2423,0.2528,-0.242,6.0568,3.0527,0.3669,5,N
-0.2926,0.1632,-0.0386,0.4179,0.4361,0.9031,0.8315,5,P
-0.3173,-0.1949,-0.0284,0.2801,1.7502,7.2915,0.2922,6,N
0.3238,0.3233,-0.4413,0.0111,7.1281,0.805,0.4225,7,N
-0.1378,-0.3165,0.4059,-0.0937,11.8871,0.4389,0.8022,7,N
